Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country
564817,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2011-08-30 12:02:00,5.79,,United Kingdom
541696,22263,FELT EGG COSY LADYBIRD ,6,2011-01-20 18:08:00,0.79,,United Kingdom
571475,84341B,SMALL PINK MAGIC CHRISTMAS TREE,2,2011-10-17 14:42:00,0.38,15033.0,United Kingdom
571508,35970,ZINC FOLKART SLEIGH BELLS,2,2011-10-17 15:27:00,4.13,,United Kingdom
561820,90170,DAISY HAIR BAND,2,2011-07-29 16:00:00,1.65,,United Kingdom
541856,21903,MAN FLU METAL SIGN,2,2011-01-23 15:16:00,2.1,17673.0,United Kingdom
558630,22499,WOODEN UNION JACK BUNTING,12,2011-06-30 18:07:00,5.95,15615.0,United Kingdom
497915,22417,PACK OF 60 SPACEBOY CAKE CASES,12,2010-02-14 14:54:00,0.55,13421.0,United Kingdom
549569,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-04-10 15:15:00,4.25,15547.0,United Kingdom
496075,90200D,PINK SWEETHEART BRACELET,4,2010-01-28 17:35:00,4.25,13174.0,United Kingdom
553186,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2011-05-15 12:46:00,1.25,13183.0,United Kingdom
492425,85174,S/4 CACTI CANDLES,1,2009-12-16 17:58:00,11.26,,United Kingdom
499636,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,12,2010-03-01 13:41:00,2.1,13050.0,United Kingdom
566434,22973,CHILDREN'S CIRCUS PARADE MUG,6,2011-09-12 15:01:00,1.65,17090.0,United Kingdom
496502,35004C,SET OF 3 COLOURED  FLYING DUCKS,3,2010-02-02 09:39:00,5.45,17146.0,United Kingdom
519613,22617,BAKING SET SPACEBOY DESIGN,1,2010-08-18 17:43:00,4.95,15154.0,United Kingdom
534204,22632,HAND WARMER RED RETROSPOT,12,2010-11-21 15:30:00,2.1,15634.0,United Kingdom
537409,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2010-12-06 15:00:00,0.85,15194.0,United Kingdom
564957,23110,PARISIENNE KEY CABINET ,4,2011-08-31 13:55:00,5.75,15260.0,United Kingdom
499422,17129F,DEEP BLUE GLASS GEMS IN BAG,10,2010-02-26 16:33:00,1.66,,United Kingdom
574304,21592,RETROSPOT CIGAR BOX MATCHES ,1,2011-11-03 16:30:00,1.25,14428.0,United Kingdom
580108,21755,LOVE BUILDING BLOCK WORD,9,2011-12-01 15:42:00,6.25,14440.0,United Kingdom
518227,21980,PACK OF 12 RED SPOTTY TISSUES ,1,2010-08-05 14:57:00,0.29,15271.0,United Kingdom
531395,21931,JUMBO STORAGE BAG SUKI,20,2010-11-08 10:07:00,1.95,12435.0,Denmark
492543,20769,DAISY JOURNAL ,1,2009-12-17 13:41:00,2.55,,United Kingdom
565249,23005,TRAVEL CARD WALLET I LOVE LONDON,24,2011-09-02 10:38:00,0.42,18027.0,United Kingdom
572035,22418,10 COLOUR SPACEBOY PEN,144,2011-10-20 12:03:00,0.72,14646.0,Netherlands
553942,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,8,2011-05-20 10:37:00,3.29,18055.0,United Kingdom
564758,84970S,HANGING HEART ZINC T-LIGHT HOLDER,1,2011-08-30 10:39:00,2.08,,United Kingdom
522802,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,2,2010-09-16 16:15:00,0.85,17608.0,United Kingdom
578025,22045,SPACEBOY GIFT WRAP,25,2011-11-22 13:28:00,0.42,16722.0,United Kingdom
517728,84985A,SET OF 72 GREEN PAPER DOILIES,1,2010-08-01 13:21:00,1.45,13598.0,United Kingdom
498588,21080,SET/20 RED SPOTTY PAPER NAPKINS ,12,2010-02-21 15:18:00,0.85,12945.0,United Kingdom
530381,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-11-02 16:52:00,1.65,13520.0,Switzerland
498579,22084,PAPER CHAIN KIT EMPIRE,3,2010-02-21 14:41:00,2.95,17332.0,United Kingdom
522968,11001,ASSTD DESIGN RACING CAR PEN,1,2010-09-19 13:05:00,1.69,13137.0,United Kingdom
580848,23210,WHITE ROCKING HORSE HAND PAINTED,1,2011-12-06 11:51:00,1.25,18005.0,United Kingdom
580133,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,14,2011-12-01 18:43:00,2.95,15531.0,United Kingdom
517372,21281,VINTAGE KITCHEN PRINT SEAFOOD,1,2010-07-28 17:04:00,2.55,15353.0,United Kingdom
553175,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-05-15 11:17:00,8.5,,United Kingdom
554117,21464,DISCO BALL ROTATOR BATTERY OPERATED,1,2011-05-22 15:12:00,4.25,13758.0,United Kingdom
527129,22675,FRENCH KITCHEN SIGN BLUE METAL,12,2010-10-15 09:29:00,1.25,16153.0,United Kingdom
580523,23128,FELTCRAFT BOY JEAN-PAUL KIT,2,2011-12-04 15:00:00,4.95,17827.0,United Kingdom
562602,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-08-08 10:11:00,8.5,12865.0,Austria
564729,22672,FRENCH BATHROOM SIGN BLUE METAL,2,2011-08-28 12:44:00,1.65,13137.0,United Kingdom
536782,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-02 15:18:00,1.25,17567.0,United Kingdom
518786,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2010-08-11 16:58:00,0.85,15652.0,United Kingdom
537354,21891,TRADITIONAL WOODEN SKIPPING ROPE,2,2010-12-06 12:23:00,1.25,12748.0,United Kingdom
513410,22717,CARD DOG AND BALL ,12,2010-06-24 12:11:00,0.42,15051.0,United Kingdom
548792,79030G,"TUMBLER, NEW ENGLAND",4,2011-04-04 12:42:00,0.39,14711.0,United Kingdom
505066,22562,MONSTERS STENCIL CRAFT,24,2010-04-19 16:48:00,1.25,13407.0,United Kingdom
525875,84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,6,2010-10-07 14:11:00,2.95,17908.0,United Kingdom
541421,22197,SMALL POPCORN HOLDER,4,2011-01-17 17:44:00,1.63,,United Kingdom
516919,22574,HEART WOODEN CHRISTMAS DECORATION,12,2010-07-25 11:34:00,0.85,17096.0,United Kingdom
577744,20725,LUNCH BAG RED RETROSPOT,10,2011-11-21 13:58:00,1.65,18229.0,United Kingdom
526613,22498,WOODEN REGATTA BUNTING,3,2010-10-12 12:21:00,5.95,17104.0,United Kingdom
535485,21259,VICTORIAN SEWING BOX SMALL ,1,2010-11-26 14:40:00,12.72,,United Kingdom
531843,22284,HEN HOUSE DECORATION,1,2010-11-10 09:34:00,3.36,,United Kingdom
536561,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-12-01 15:06:00,1.25,12921.0,United Kingdom
509167,85176,SEWING SUSAN 21 NEEDLE SET,12,2010-05-20 14:50:00,0.85,13213.0,United Kingdom
506384,47559B,TEA TIME OVEN GLOVE,10,2010-04-29 12:37:00,1.25,14680.0,United Kingdom
506091,35160,BUDDHA INCENSE HOLDER ASSORTED,4,2010-04-27 12:12:00,0.85,15402.0,United Kingdom
498133,21419,CONCH SHELL,1,2010-02-16 17:24:00,7.62,,United Kingdom
576405,23526,WALL ART DOG LICENCE ,3,2011-11-15 11:14:00,5.95,13735.0,United Kingdom
554794,23111,PARISIENNE SEWING BOX,2,2011-05-26 12:41:00,12.5,12720.0,Germany
510142,20654,FIRST CLASS LUGGAGE TAG ,1,2010-05-27 12:31:00,1.25,,United Kingdom
539042,84212,"ASSORTED FLOWER COLOUR ""LEIS""",24,2010-12-15 15:37:00,0.65,15062.0,United Kingdom
489572,21986,PACK OF 12 PINK SPOT TISSUES ,12,2009-12-01 13:29:00,0.29,17611.0,United Kingdom
557644,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2011-06-21 17:06:00,2.46,,United Kingdom
580367,20794,BLUE  TILE HOOK,1,2011-12-02 16:39:00,4.96,,United Kingdom
514165,22620,4 TRADITIONAL SPINNING TOPS,12,2010-06-30 15:35:00,1.25,12714.0,France
566787,22663,JUMBO BAG DOLLY GIRL DESIGN,3,2011-09-15 10:31:00,4.13,,United Kingdom
517750,21390,FILIGRIS HEART WITH BUTTERFLY,24,2010-08-02 09:46:00,1.25,17589.0,United Kingdom
514358,22069,BROWN  PIRATE TREASURE CHEST ,12,2010-07-01 17:25:00,1.65,15625.0,United Kingdom
552541,22847,BREAD BIN DINER STYLE IVORY,4,2011-05-10 10:19:00,14.95,,EIRE
562715,21871,SAVE THE PLANET MUG,1,2011-08-08 15:34:00,3.29,,United Kingdom
578099,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-11-23 08:05:00,1.95,12452.0,Switzerland
574657,20718,RED RETROSPOT SHOPPER BAG,4,2011-11-06 11:43:00,1.25,13772.0,United Kingdom
573344,23188,VINTAGE  2 METRE FOLDING RULER,2,2011-10-30 12:07:00,1.65,14179.0,United Kingdom
526121,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2010-10-08 13:30:00,0.29,14186.0,United Kingdom
516186,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,12,2010-07-18 15:50:00,2.1,18097.0,United Kingdom
576329,22584,PACK OF 6 PANETTONE GIFT BOXES,1,2011-11-14 15:22:00,4.96,,United Kingdom
527965,21533,RETROSPOT LARGE MILK JUG,3,2010-10-20 09:46:00,4.95,17865.0,United Kingdom
529325,21667,GLASS CAKE COVER AND PLATE,1,2010-10-27 14:10:00,34.0,,United Kingdom
572566,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,2011-10-25 10:17:00,0.83,13050.0,United Kingdom
540995,21518,BANK ACCOUNT  GREETING  CARD ,5,2011-01-13 09:30:00,0.42,,United Kingdom
510549,21927,BLUE/CREAM STRIPE CUSHION COVER ,4,2010-06-01 16:06:00,1.25,13719.0,United Kingdom
510777,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,2010-06-03 14:57:00,4.95,13031.0,United Kingdom
548666,22861,EASTER TIN CHICKS IN GARDEN,12,2011-04-01 14:58:00,1.65,13124.0,United Kingdom
530094,22457,NATURAL SLATE HEART CHALKBOARD ,4,2010-11-01 13:56:00,2.95,18127.0,United Kingdom
563917,21123,SET/10 IVORY POLKADOT PARTY CANDLES,2,2011-08-21 13:46:00,1.25,14572.0,United Kingdom
552530,22501,PICNIC BASKET WICKER LARGE,2,2011-05-10 08:58:00,9.95,13055.0,United Kingdom
567656,20661,BLUE POLKADOT PURSE ,1,2011-09-21 14:40:00,5.79,14096.0,United Kingdom
542058,22609,PENS ASSORTED SPACEBALL,36,2011-01-25 11:59:00,0.21,15601.0,United Kingdom
563189,23203,JUMBO BAG VINTAGE DOILY ,10,2011-08-12 15:22:00,2.08,12682.0,France
546562,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-03-15 10:45:00,2.95,16293.0,United Kingdom
568346,20725,LUNCH BAG RED RETROSPOT,3,2011-09-26 15:28:00,4.13,14096.0,United Kingdom
575491,21877,HOME SWEET HOME MUG,1,2011-11-09 17:47:00,1.65,15531.0,United Kingdom
523989,22107,PIZZA PLATE IN BOX,4,2010-09-26 14:15:00,3.75,14105.0,United Kingdom
558777,22701,PINK DOG BOWL,1,2011-07-04 10:23:00,2.46,,United Kingdom
567179,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3,2011-09-18 14:27:00,1.25,15547.0,United Kingdom
551414,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-04-28 13:35:00,2.95,15622.0,United Kingdom
521985,21777,RECIPE BOX WITH METAL HEART,2,2010-09-10 10:27:00,7.95,14623.0,United Kingdom
534455,22938,CUPCAKE LACE PAPER SET 6,24,2010-11-22 17:33:00,1.95,13546.0,United Kingdom
569524,23427,STOOL HOME SWEET HOME ,1,2011-10-04 14:42:00,12.5,14506.0,United Kingdom
500356,82582,AREA PATROLLED METAL SIGN,1,2010-03-07 15:34:00,2.1,16984.0,United Kingdom
567939,22608,PENS ASSORTED FUNKY JEWELED ,36,2011-09-22 18:15:00,0.19,16715.0,United Kingdom
568134,23173,REGENCY TEAPOT ROSES ,2,2011-09-23 17:02:00,19.96,,United Kingdom
579512,23189,SET OF 12 FORK CANDLES,1,2011-11-29 16:47:00,5.79,,United Kingdom
490291,21743,STAR PORTABLE TABLE LIGHT ,3,2009-12-04 13:22:00,2.95,16541.0,United Kingdom
496873,79323W, WHITE CHERRY LIGHTS,3,2010-02-04 13:38:00,6.75,14040.0,United Kingdom
548011,22149,FELTCRAFT 6 FLOWER FRIENDS,40,2011-03-29 11:14:00,1.85,14646.0,Netherlands
502113,21645,ASSORTED TUTTI FRUTTI ROUND BOX,4,2010-03-23 11:01:00,1.65,15998.0,United Kingdom
576538,16236,KITTY PENCIL ERASERS,56,2011-11-15 12:42:00,0.21,14725.0,United Kingdom
513616,85049D,BRIGHT BLUES RIBBONS ,2,2010-06-27 12:27:00,1.25,16059.0,United Kingdom
569246,22476,EMPIRE UNION JACK TV DINNER TRAY,2,2011-10-03 09:57:00,10.79,14096.0,United Kingdom
569238,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-10-02 15:52:00,1.65,17954.0,United Kingdom
580296,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,2,2011-12-02 13:49:00,3.75,13780.0,United Kingdom
505788,22561,WOODEN SCHOOL COLOURING SET,12,2010-04-26 11:00:00,1.65,16099.0,United Kingdom
541999,22549,PICTURE DOMINOES,1,2011-01-25 10:45:00,3.29,,United Kingdom
560926,15058B,PINK POLKADOT GARDEN PARASOL,1,2011-07-22 09:20:00,10.79,,United Kingdom
563917,23310,BUBBLEGUM RING ASSORTED,72,2011-08-21 13:46:00,0.42,14572.0,United Kingdom
575329,21755,LOVE BUILDING BLOCK WORD,1,2011-11-09 13:50:00,6.25,17038.0,United Kingdom
571283,23198,PANTRY MAGNETIC  SHOPPING LIST,4,2011-10-16 13:51:00,1.45,16533.0,United Kingdom
501793,22423,REGENCY CAKESTAND 3 TIER,2,2010-03-19 13:32:00,12.75,15329.0,United Kingdom
547837,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,12,2011-03-27 10:26:00,2.1,17243.0,United Kingdom
552977,21746,SMALL RED RETROSPOT WINDMILL,12,2011-05-12 14:13:00,1.25,18221.0,United Kingdom
565440,22727,ALARM CLOCK BAKELIKE RED ,4,2011-09-04 14:06:00,3.75,12709.0,Germany
542503,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-01-28 11:58:00,1.25,16327.0,United Kingdom
544688,22624,IVORY KITCHEN SCALES,2,2011-02-23 08:29:00,8.5,18151.0,United Kingdom
568712,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2011-09-28 15:50:00,2.55,17841.0,United Kingdom
571360,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-10-17 11:51:00,1.45,16563.0,United Kingdom
556912,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-06-15 13:26:00,4.95,15005.0,United Kingdom
491803,15044D,RED PAPER PARASOL,2,2009-12-14 13:06:00,2.95,16327.0,United Kingdom
516878,22629,SPACEBOY LUNCH BOX ,12,2010-07-23 13:32:00,1.95,17364.0,United Kingdom
566788,23343,JUMBO BAG VINTAGE CHRISTMAS ,20,2011-09-15 10:31:00,2.08,14306.0,United Kingdom
528765,84970S,HANGING HEART ZINC T-LIGHT HOLDER,10,2010-10-24 16:09:00,0.85,16726.0,United Kingdom
572755,23115,RED APPLES CHOPPING BOARD   ,2,2011-10-25 17:31:00,4.95,13601.0,United Kingdom
571942,21158,MOODY GIRL DOOR HANGER ,24,2011-10-20 10:06:00,0.39,17434.0,United Kingdom
546927,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,48,2011-03-18 10:15:00,0.85,16672.0,United Kingdom
500025,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2010-03-04 11:11:00,1.95,15950.0,United Kingdom
562024,40016,CHINESE DRAGON PAPER LANTERNS,1,2011-08-01 16:07:00,8.29,,United Kingdom
507228,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2010-05-06 19:57:00,2.1,16794.0,United Kingdom
493291,84945,,1,2009-12-22 15:13:00,0.0,,United Kingdom
538707,22961,JAM MAKING SET PRINTED,2,2010-12-14 10:38:00,1.45,17894.0,United Kingdom
547918,22894,TABLECLOTH RED APPLES DESIGN ,2,2011-03-28 12:49:00,9.95,15249.0,United Kingdom
495953,79323S, SILVER CHERRY LIGHTS,2,2010-01-27 17:56:00,13.57,,United Kingdom
541784,22469,HEART OF WICKER SMALL,4,2011-01-21 12:37:00,1.65,17277.0,United Kingdom
540418,85088,CANDY SPOT HAND BAG,2,2011-01-07 11:04:00,1.66,,United Kingdom
550714,84913B,MINT GREEN ROSE TOWEL,4,2011-04-20 11:12:00,4.65,15249.0,United Kingdom
521665,22468,BABUSHKA LIGHTS STRING OF 10,2,2010-09-07 15:01:00,6.75,15674.0,United Kingdom
530542,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2010-11-03 13:09:00,2.95,17420.0,United Kingdom
494685,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",3,2010-01-18 11:39:00,1.66,,United Kingdom
513020,22492,MINI PAINT SET VINTAGE ,36,2010-06-21 11:57:00,0.65,13707.0,United Kingdom
573666,21810,CHRISTMAS HANGING STAR WITH BELL,48,2011-10-31 16:24:00,0.39,15977.0,United Kingdom
540642,21675,BUTTERFLIES STICKERS,12,2011-01-10 13:22:00,0.85,12681.0,France
498389,84279P, CHERRY BLOSSOM  DECORATIVE FLASK,1,2010-02-18 14:43:00,3.75,14606.0,United Kingdom
566735,21914,BLUE HARMONICA IN BOX ,2,2011-09-14 14:19:00,1.25,15707.0,United Kingdom
491457,21871,SAVE THE PLANET MUG,1,2009-12-11 11:26:00,1.25,15998.0,United Kingdom
534319,79066K,RETRO MOD TRAY,1,2010-11-22 11:37:00,1.66,,United Kingdom
550344,22561,WOODEN SCHOOL COLOURING SET,288,2011-04-18 09:00:00,1.45,12754.0,Japan
494495,84951B,S/4 BLACK LOVEBIRD COASTERS,1,2010-01-14 17:43:00,1.66,,United Kingdom
562584,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,48,2011-08-07 14:16:00,0.85,13752.0,United Kingdom
552322,23201,JUMBO BAG ALPHABET,10,2011-05-09 09:16:00,2.08,17049.0,United Kingdom
C531483,85099B,JUMBO BAG RED RETROSPOT,-2,2010-11-08 14:40:00,1.95,13004.0,United Kingdom
573305,22413,METAL SIGN TAKE IT OR LEAVE IT ,12,2011-10-28 16:13:00,2.95,17837.0,United Kingdom
574445,21621,VINTAGE UNION JACK BUNTING,3,2011-11-04 11:41:00,8.5,15722.0,United Kingdom
506411,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2010-04-29 14:00:00,2.1,13148.0,United Kingdom
547485,22553,PLASTERS IN TIN SKULLS,6,2011-03-23 11:16:00,1.65,17019.0,United Kingdom
572030,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2011-10-20 11:51:00,9.95,14923.0,United Kingdom
538858,22508,DOORSTOP RETROSPOT HEART,16,2010-12-14 13:58:00,3.39,16553.0,United Kingdom
490082,20733,GOLD MINI TAPE MEASURE ,10,2009-12-03 15:34:00,0.85,14952.0,United Kingdom
547397,35809a,ENAMEL PINK TEA CONTAINER,1,2011-03-22 16:55:00,4.13,,United Kingdom
539920,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,3,2010-12-23 11:06:00,2.55,14085.0,United Kingdom
507290,35001W,HAND OPEN SHAPE DECO.WHITE,1,2010-05-07 14:10:00,3.49,14814.0,United Kingdom
579553,23356,LOVE HOT WATER BOTTLE,6,2011-11-30 10:54:00,5.95,14156.0,EIRE
575086,79321,CHILLI LIGHTS,8,2011-11-08 13:52:00,5.75,16618.0,United Kingdom
C517570,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-4,2010-07-30 09:08:00,3.75,14861.0,United Kingdom
573879,23344,JUMBO BAG 50'S CHRISTMAS ,2,2011-11-01 13:21:00,2.08,15039.0,United Kingdom
491095,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,2009-12-09 13:50:00,4.65,14171.0,United Kingdom
532577,22904,CALENDAR PAPER CUT DESIGN,2,2010-11-12 14:05:00,2.95,16727.0,United Kingdom
511848,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,16,2010-06-10 18:50:00,0.42,17180.0,United Kingdom
523021,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,6,2010-09-20 11:40:00,4.95,18225.0,United Kingdom
570267,23287,RED VINTAGE SPOT BEAKER,8,2011-10-10 10:13:00,0.85,12682.0,France
559052,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2011-07-05 16:53:00,2.46,,United Kingdom
510145,84975,HEART SHAPED MIRROR,12,2010-05-27 12:36:00,1.69,15218.0,United Kingdom
543237,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,2011-02-04 13:39:00,9.13,,United Kingdom
550470,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,2011-04-18 13:49:00,2.46,,United Kingdom
529874,22726,ALARM CLOCK BAKELIKE GREEN,1,2010-10-31 14:00:00,3.75,16928.0,United Kingdom
547887,21114,LAVENDER SCENTED FABRIC HEART,10,2011-03-28 09:30:00,1.25,16245.0,United Kingdom
548373,22980,PANTRY SCRUBBING BRUSH,1,2011-03-30 16:34:00,3.29,,United Kingdom
500461,20685,DOOR MAT RED SPOT,1,2010-03-08 12:35:00,13.57,,United Kingdom
579843,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,30,2011-11-30 16:21:00,2.08,12921.0,United Kingdom
501654,21984,PACK OF 12 PINK PAISLEY TISSUES ,12,2010-03-18 13:00:00,0.29,14648.0,United Kingdom
549732,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-04-11 16:47:00,2.08,15615.0,United Kingdom
517354,20972,PINK CREAM FELT CRAFT TRINKET BOX ,6,2010-07-28 14:54:00,1.25,15555.0,United Kingdom
521975,21165,BEWARE OF THE CAT METAL SIGN ,4,2010-09-09 20:00:00,1.69,13969.0,United Kingdom
497519,79331,PINK FLOCK GLASS CANDLEHOLDER,1,2010-02-10 13:32:00,1.65,15311.0,United Kingdom
556636,84997D,CHILDRENS CUTLERY POLKADOT PINK,1,2011-06-13 15:30:00,8.29,,United Kingdom
573585,22025,RING OF ROSES BIRTHDAY CARD,5,2011-10-31 14:41:00,0.83,,United Kingdom
581023,72801c,4 ROSE PINK DINNER CANDLES,2,2011-12-07 10:35:00,2.46,,United Kingdom
548714,85017A,ENVELOPE 50 ROMANTIC IMAGES,1,2011-04-03 15:07:00,0.85,17337.0,United Kingdom
550214,22167, OVAL WALL MIRROR DIAMANTE ,1,2011-04-15 10:43:00,19.96,,United Kingdom
521822,90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,6,2010-09-09 10:37:00,1.65,12714.0,France
531543,22149,FELTCRAFT 6 FLOWER FRIENDS,1,2010-11-08 17:34:00,2.1,13691.0,United Kingdom
529764,22650,CERAMIC PIRATE CHEST MONEY BANK,12,2010-10-29 15:01:00,1.45,13580.0,United Kingdom
513409,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,24,2010-06-24 12:10:00,1.25,17696.0,United Kingdom
555916,21623,VINTAGE UNION JACK MEMOBOARD,1,2011-06-07 16:16:00,9.95,14958.0,United Kingdom
574679,23204,CHARLOTTE BAG APPLES DESIGN,20,2011-11-06 12:38:00,0.85,12645.0,Germany
561719,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,24,2011-07-29 12:09:00,0.42,17519.0,United Kingdom
538183,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2010-12-10 10:21:00,3.75,16265.0,United Kingdom
574965,23318,BOX OF 6 MINI VINTAGE CRACKERS,2,2011-11-08 10:44:00,2.49,17964.0,United Kingdom
550775,22904,CALENDAR PAPER CUT DESIGN,6,2011-04-20 13:18:00,2.95,15805.0,United Kingdom
525856,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2010-10-07 13:05:00,2.1,13569.0,United Kingdom
535266,21245,GREEN POLKADOT PLATE ,4,2010-11-25 13:32:00,1.69,14159.0,United Kingdom
522169,21986,PACK OF 12 PINK SPOT TISSUES ,2,2010-09-13 11:28:00,0.85,,United Kingdom
578506,21754,HOME BUILDING BLOCK WORD,2,2011-11-24 13:01:00,6.25,17458.0,United Kingdom
569901,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,2011-10-06 16:20:00,4.15,12923.0,United Kingdom
527498,82583,HOT BATHS METAL SIGN,4,2010-10-18 12:11:00,2.1,15719.0,United Kingdom
527121,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-10-14 18:25:00,2.95,13468.0,United Kingdom
501808,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,2010-03-19 14:16:00,2.95,14796.0,United Kingdom
524004,84913A,SOFT PINK ROSE TOWEL ,1,2010-09-26 16:06:00,4.65,15532.0,United Kingdom
499244,22255,FELT TOADSTOOL  SMALL,3,2010-02-25 13:31:00,0.85,13240.0,United Kingdom
569544,22728,ALARM CLOCK BAKELIKE PINK,1,2011-10-04 16:33:00,7.46,,United Kingdom
530384,22617,BAKING SET SPACEBOY DESIGN,3,2010-11-02 17:03:00,4.95,13310.0,United Kingdom
536627,22699,ROSES REGENCY TEACUP AND SAUCER ,12,2010-12-02 10:53:00,2.95,15658.0,United Kingdom
505685,22296,HEART IVORY TRELLIS LARGE,12,2010-04-23 16:25:00,1.65,16538.0,United Kingdom
529308,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-10-27 12:55:00,1.25,16418.0,United Kingdom
519687,22437,SET OF 9 BLACK SKULL BALLOONS,20,2010-08-19 13:04:00,0.85,14112.0,United Kingdom
533965,DOT,DOTCOM POSTAGE,1,2010-11-19 13:06:00,153.62,,United Kingdom
579146,23202,JUMBO BAG VINTAGE LEAF,3,2011-11-28 13:14:00,2.08,16347.0,United Kingdom
518142,21933,PINK VINTAGE PAISLEY PICNIC BAG,2,2010-08-04 16:08:00,3.36,,United Kingdom
573580,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,2011-10-31 14:21:00,4.13,,United Kingdom
536539,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2010-12-01 14:03:00,1.65,15165.0,United Kingdom
534466,22198,LARGE POPCORN HOLDER ,12,2010-11-23 10:05:00,1.65,13269.0,United Kingdom
536638,22188,BLACK HEART CARD HOLDER,4,2010-12-02 11:41:00,3.95,16244.0,United Kingdom
540832,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,9,2011-01-11 14:42:00,3.29,,United Kingdom
523911,20982,12 PENCILS TALL TUBE SKULLS,1,2010-09-24 16:06:00,1.66,,United Kingdom
524155,22950,36 DOILIES VINTAGE CHRISTMAS,288,2010-09-27 16:00:00,1.25,14911.0,EIRE
528766,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,12,2010-10-24 16:13:00,0.85,13564.0,United Kingdom
566772,23245,SET OF 3 REGENCY CAKE TINS,8,2011-09-15 09:41:00,4.95,13107.0,United Kingdom
577158,22421,LIPSTICK PEN FUSCHIA,12,2011-11-18 09:58:00,0.42,16293.0,United Kingdom
508470,20931,BLUE POT PLANT CANDLE ,1,2010-05-16 11:24:00,3.75,16922.0,United Kingdom
522826,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2010-09-17 10:16:00,3.75,13564.0,United Kingdom
558240,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,4,2011-06-27 15:27:00,0.83,,United Kingdom
580021,22898,CHILDRENS APRON APPLES DESIGN,8,2011-12-01 11:43:00,1.95,14047.0,United Kingdom
