customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,segment
15368.0,393,1,28959.0,2,1,2,Hibernating
15369.0,514,4,100459.79999999999,1,4,3,At Risk
15370.0,40,4,116134.2,4,4,4,Champions
15371.0,661,1,6237.0,1,1,1,Hibernating
15372.0,449,4,216201.3,1,4,4,At Risk
15373.0,23,11,235859.4,5,5,5,Champions
15374.0,128,2,32268.6,3,3,2,Loyal
15375.0,689,1,6400.8,1,1,1,Hibernating
15377.0,382,3,95644.5,2,3,3,At Risk
15378.0,462,2,25882.5,1,3,2,At Risk
15379.0,168,5,354672.15,3,4,5,Loyal
15380.0,46,5,153360.9,4,4,4,Champions
15381.0,213,3,148513.05,3,3,4,Loyal
15382.0,14,6,674046.45,5,5,5,Champions
15384.0,169,3,181043.09999999998,3,3,4,Loyal
15385.0,39,2,65591.4,4,3,3,Loyal
15386.0,185,1,41384.7,3,1,2,Potential
15389.0,561,2,129129.0,1,3,4,At Risk
15390.0,395,1,40085.85,2,1,2,Hibernating
15391.0,583,1,30436.35,1,1,2,Hibernating
15392.0,29,5,239476.65000000002,4,4,5,Champions
15393.0,280,4,82275.9,2,4,3,At Risk
15394.0,77,10,520527.0,3,5,5,Loyal
15396.0,583,1,53361.0,1,1,3,Hibernating
15398.0,15,2,141280.65,5,3,4,Loyal
15399.0,21,2,57658.649999999994,5,3,3,Loyal
15400.0,91,4,64029.0,3,4,3,Loyal
15401.0,568,1,14301.0,1,1,1,Hibernating
15402.0,195,4,156284.1,3,4,4,Loyal
15405.0,188,1,36655.5,3,1,2,Potential
15406.0,300,3,75332.25,2,3,3,At Risk
15407.0,33,1,33149.55,4,1,2,Potential
15408.0,263,1,28053.9,2,1,2,Hibernating
15410.0,204,5,233714.25,3,4,5,Loyal
15413.0,691,5,713865.6,1,4,5,At Risk
15414.0,9,3,81364.5,5,3,3,Loyal
15415.0,312,1,60145.05,2,1,3,Hibernating
15416.0,64,3,223462.05,4,3,5,Loyal
15418.0,424,2,47493.600000000006,1,3,2,At Risk
15420.0,592,4,50677.2,1,4,2,At Risk
15421.0,58,9,395549.7,4,5,5,Champions
15422.0,322,6,164269.35,2,5,4,At Risk
15423.0,37,3,28023.45,4,3,2,Loyal
15424.0,253,1,20317.5,2,1,1,Hibernating
15425.0,399,4,204179.84999999998,2,4,4,At Risk
15426.0,18,6,184328.55,5,5,4,Champions
15427.0,46,1,38958.15,4,1,2,Potential
15428.0,14,3,59374.35,5,3,3,Loyal
15429.0,26,1,16200.45,4,1,1,Potential
15430.0,467,2,100248.75,1,3,3,At Risk
15432.0,540,1,15704.85,1,1,1,Hibernating
15434.0,7,7,138151.65,5,5,4,Champions
15436.0,46,1,38878.35,4,1,2,Potential
15438.0,130,1,16440.9,3,1,1,Potential
15439.0,404,1,34818.0,2,1,2,Hibernating
15440.0,54,1,15332.1,4,1,1,Potential
15441.0,395,2,100027.2,2,3,3,At Risk
15442.0,248,1,62370.0,2,1,3,Hibernating
15443.0,12,10,401595.6,5,5,5,Champions
15445.0,263,2,29872.5,2,3,2,At Risk
15446.0,376,3,42729.75,2,3,2,At Risk
15447.0,598,3,24891.3,1,3,1,At Risk
15448.0,312,1,51937.2,2,1,3,Hibernating
15449.0,25,2,70637.7,4,3,3,Loyal
15450.0,29,1,45133.2,4,1,2,Potential
15451.0,433,2,24487.05,1,3,1,At Risk
15452.0,29,4,78002.4,4,4,3,Loyal
15453.0,55,4,74084.85,4,4,3,Loyal
15454.0,617,1,13501.95,1,1,1,Hibernating
15455.0,597,1,4016.25,1,1,1,Hibernating
15456.0,358,4,116807.25,2,4,4,At Risk
15457.0,261,1,24892.35,2,1,2,Hibernating
15458.0,24,1,16972.2,5,1,1,Potential
15459.0,416,1,11025.0,2,1,1,Hibernating
15461.0,631,1,22050.0,1,1,1,Hibernating
15462.0,93,4,77390.25,3,4,3,Loyal
15463.0,28,1,13244.7,4,1,1,Potential
15465.0,19,21,916611.15,5,5,5,Champions
15466.0,389,3,129830.4,2,3,4,At Risk
15467.0,8,1,12843.6,5,1,1,Potential
15468.0,50,1,2089.5,4,1,1,Potential
15469.0,49,3,91796.25,4,3,3,Loyal
15470.0,575,1,6659.1,1,1,1,Hibernating
15471.0,379,1,60672.15,2,1,3,Hibernating
15472.0,112,1,39013.8,3,1,2,Potential
15473.0,13,4,96390.0,5,4,3,Loyal
15476.0,392,1,140316.75,2,1,4,Hibernating
15478.0,39,2,125805.75,4,3,4,Loyal
15479.0,732,1,15477.0,1,1,1,Hibernating
15480.0,115,3,377186.25,3,3,5,Loyal
15481.0,400,1,209300.7,2,1,4,Hibernating
15482.0,15,11,710511.9,5,5,5,Champions
15483.0,160,7,45412.5,3,5,2,Loyal
15484.0,0,4,277965.45,5,4,5,Champions
15485.0,372,3,314730.15,2,3,5,At Risk
15487.0,679,1,24288.6,1,1,1,Hibernating
15488.0,456,3,31775.1,1,3,2,At Risk
15489.0,22,7,226181.55,5,5,5,Champions
15490.0,429,1,22848.0,1,1,1,Hibernating
15491.0,100,3,140751.45,3,3,4,Loyal
15492.0,27,1,18030.6,4,1,1,Potential
15493.0,149,6,334626.6,3,5,5,Loyal
15494.0,20,1,18044.25,5,1,1,Potential
15495.0,378,1,25882.5,2,1,2,Hibernating
15496.0,630,1,15344.7,1,1,1,Hibernating
15497.0,604,3,109515.0,1,3,4,At Risk
15498.0,2,25,1676443.65,5,5,5,Champions
15499.0,723,1,16968.0,1,1,1,Hibernating
15500.0,7,3,86028.6,5,3,3,Loyal
15502.0,15,9,950663.7,5,5,5,Champions
15503.0,362,1,15444.45,2,1,1,Hibernating
15504.0,520,2,22002.75,1,3,1,At Risk
15505.0,52,4,312030.6,4,4,5,Champions
15506.0,22,3,91410.9,5,3,3,Loyal
15507.0,171,1,51697.8,3,1,3,Potential
15508.0,188,4,71246.7,3,4,3,Loyal
15510.0,330,1,26250.0,2,1,2,Hibernating
15511.0,11,5,95469.15,5,4,3,Loyal
15512.0,359,1,10626.0,2,1,1,Hibernating
15513.0,32,25,2031416.1,4,5,5,Champions
15514.0,11,11,544301.1,5,5,5,Champions
15515.0,386,1,18040.05,2,1,1,Hibernating
15516.0,46,1,4977.0,4,1,1,Potential
15517.0,232,1,28038.15,2,1,2,Hibernating
15518.0,123,10,283746.75,3,5,5,Loyal
15519.0,382,1,20737.5,2,1,1,Hibernating
15520.0,1,1,36067.5,5,1,2,Potential
15521.0,39,8,402978.45,4,5,5,Champions
15522.0,32,1,14588.7,4,1,1,Potential
15523.0,401,9,927217.2,2,5,5,At Risk
15525.0,1,3,119684.25,5,3,4,Loyal
15526.0,32,1,13496.7,4,1,1,Potential
15527.0,38,12,298487.7,4,5,5,Champions
15528.0,253,1,24079.65,2,1,1,Hibernating
15529.0,66,9,416868.9,4,5,5,Champions
15530.0,168,3,136736.25,3,3,4,Loyal
15531.0,7,1,50938.65,5,1,2,Potential
15532.0,24,6,244968.15,5,5,5,Champions
15533.0,18,2,73761.45000000001,5,3,3,Loyal
15534.0,725,1,17036.25,1,1,1,Hibernating
15535.0,235,3,49086.45,2,3,2,At Risk
15536.0,408,1,27204.45,2,1,2,Hibernating
15538.0,537,4,219229.5,1,4,4,At Risk
15540.0,375,1,25974.9,2,1,2,Hibernating
15541.0,113,1,8938.65,3,1,1,Potential
15542.0,511,2,73212.29999999999,1,3,3,At Risk
15544.0,210,7,287731.5,3,5,5,Loyal
15545.0,53,2,44945.25,4,3,2,Loyal
15547.0,6,21,947272.2000000001,5,5,5,Champions
15548.0,595,1,16599.45,1,1,1,Hibernating
15549.0,315,4,155961.75,2,4,4,At Risk
15550.0,105,7,146187.30000000002,3,5,4,Loyal
15551.0,393,6,133772.1,2,5,4,At Risk
15552.0,216,2,26514.6,3,3,2,Loyal
15553.0,59,1,45909.15,4,1,2,Potential
15554.0,277,1,22806.0,2,1,1,Hibernating
15555.0,11,23,877856.7,5,5,5,Champions
15558.0,638,1,22483.65,1,1,1,Hibernating
15559.0,567,1,116487.0,1,1,4,Hibernating
15560.0,397,1,11898.6,2,1,1,Hibernating
15561.0,149,5,130235.7,3,4,4,Loyal
15562.0,351,3,70704.9,2,3,3,At Risk
15563.0,21,6,247193.1,5,5,5,Champions
15564.0,462,2,7427.7,1,3,1,At Risk
15565.0,49,1,8857.8,4,1,1,Potential
15566.0,392,2,23926.35,2,3,1,At Risk
15569.0,131,4,194664.75,3,4,4,Loyal
15570.0,6,14,478086.0,5,5,5,Champions
15571.0,77,5,140528.85,3,4,4,Loyal
15572.0,25,6,303015.3,4,5,5,Champions
15573.0,31,4,115587.15,4,4,4,Champions
15574.0,177,4,121272.9,3,4,4,Loyal
15575.0,619,1,3160.5,1,1,1,Hibernating
15576.0,37,1,98770.35,4,1,3,Potential
15577.0,722,1,1491.0,1,1,1,Hibernating
15578.0,161,1,13345.5,3,1,1,Potential
15579.0,68,3,106494.15,4,3,4,Loyal
15580.0,376,7,133913.85,2,5,4,At Risk
15581.0,120,26,676358.55,3,5,5,Loyal
15582.0,24,2,46726.05,5,3,2,Loyal
15583.0,375,1,11325.3,2,1,1,Hibernating
15584.0,47,5,119011.2,4,4,4,Champions
15585.0,176,1,47806.5,3,1,2,Potential
15586.0,592,2,48182.4,1,3,2,At Risk
15587.0,49,6,148062.6,4,5,4,Champions
15588.0,677,1,60858.0,1,1,3,Hibernating
15589.0,255,3,50245.65,2,3,2,At Risk
15590.0,381,4,132180.30000000002,2,4,4,At Risk
15591.0,673,1,4336.5,1,1,1,Hibernating
15592.0,46,1,40800.9,4,1,2,Potential
15593.0,70,1,20979.0,4,1,1,Potential
15594.0,29,1,19167.75,4,1,1,Potential
15596.0,281,5,251787.9,2,4,5,At Risk
15597.0,34,1,34079.85,4,1,2,Potential
15598.0,52,2,57542.100000000006,4,3,3,Loyal
15599.0,26,2,79982.70000000001,4,3,3,Loyal
15600.0,427,4,125927.55,1,4,4,At Risk
15601.0,10,16,716962.05,5,5,5,Champions
15602.0,7,11,211063.65,5,5,4,Champions
15603.0,78,1,5090.4,3,1,1,Potential
15604.0,51,1,22720.95,4,1,1,Potential
15605.0,35,6,137894.4,4,5,4,Champions
15606.0,60,9,294312.9,4,5,5,Champions
15607.0,336,4,93034.2,2,4,3,At Risk
15608.0,59,1,2620.8,4,1,1,Potential
15610.0,51,1,11808.3,4,1,1,Potential
15611.0,9,16,194143.94999999998,5,5,4,Champions
15612.0,35,1,13177.5,4,1,1,Potential
15613.0,609,1,45540.6,1,1,2,Hibernating
15614.0,437,4,330472.8,1,4,5,At Risk
15615.0,45,32,1322649.3,4,5,5,Champions
15617.0,395,3,86997.75,2,3,3,At Risk
15618.0,32,4,81569.35,4,4,3,Loyal
15619.0,10,1,35322.0,5,1,2,Potential
15620.0,357,2,85435.35,2,3,3,At Risk
15621.0,3,3,85191.75,5,3,3,Loyal
15622.0,42,8,422709.0,4,5,5,Champions
15623.0,140,8,255890.25,3,5,5,Loyal
15624.0,134,1,21906.15,3,1,1,Potential
15625.0,103,4,119103.6,3,4,4,Loyal
15626.0,329,2,70728.0,2,3,3,At Risk
15627.0,456,1,30107.7,1,1,2,Hibernating
15628.0,4,14,449749.65,5,5,5,Champions
15629.0,449,2,62361.6,1,3,3,At Risk
15630.0,44,2,124566.75,4,3,4,Loyal
15631.0,641,1,62650.35,1,1,3,Hibernating
15632.0,121,6,246943.2,3,5,5,Loyal
15633.0,508,8,271092.15,1,5,5,At Risk
15634.0,16,1,25572.75,5,1,2,Potential
15635.0,395,1,10536.75,2,1,1,Hibernating
15636.0,281,2,73042.2,2,3,3,At Risk
15637.0,413,2,24627.75,2,3,1,At Risk
15638.0,378,5,213969.0,2,4,4,At Risk
15639.0,133,3,111833.4,3,3,4,Loyal
15640.0,3,19,1720600.35,5,5,5,Champions
15641.0,260,10,484368.14999999997,2,5,5,At Risk
15642.0,729,1,11106.9,1,1,1,Hibernating
15643.0,191,2,65577.75,3,3,3,Loyal
15644.0,165,3,81543.0,3,3,3,Loyal
15645.0,424,1,44673.3,1,1,2,Hibernating
15646.0,157,4,62476.05,3,4,3,Loyal
15647.0,414,1,17745.0,2,1,1,Hibernating
15648.0,203,2,69021.75,3,3,3,Loyal
15649.0,335,2,88656.75,2,3,3,At Risk
15650.0,521,1,20454.0,1,1,1,Hibernating
15651.0,260,3,88208.4,2,3,3,At Risk
15652.0,386,3,84088.2,2,3,3,At Risk
15653.0,92,2,92131.2,3,3,3,Loyal
15654.0,8,1,34388.55,5,1,2,Potential
15656.0,44,4,78592.5,4,4,3,Loyal
15657.0,22,1,3150.0,5,1,1,Potential
15658.0,189,5,154444.5,3,4,4,Loyal
15659.0,386,2,23734.2,2,3,1,At Risk
15660.0,24,11,201104.40000000002,5,5,4,Champions
15661.0,338,6,89887.35,2,5,3,At Risk
15662.0,660,2,29791.65,1,3,2,At Risk
15663.0,105,1,14504.7,3,1,1,Potential
15664.0,50,4,131673.15,4,4,4,Champions
15665.0,242,3,270658.5,2,3,5,At Risk
15666.0,494,1,42657.3,1,1,2,Hibernating
15668.0,217,1,8013.6,3,1,1,Potential
15669.0,175,2,45647.7,3,3,2,Loyal
15670.0,555,1,15975.75,1,1,1,Hibernating
15671.0,18,4,176277.15,5,4,4,Champions
15672.0,724,1,4756.5,1,1,1,Hibernating
15673.0,87,5,403219.95,3,4,5,Loyal
15674.0,213,9,447498.45,3,5,5,Loyal
15675.0,80,4,56914.2,3,4,3,Loyal
15676.0,18,2,111900.6,5,3,4,Loyal
15677.0,420,2,68082.0,2,3,3,At Risk
15678.0,52,1,37033.5,4,1,2,Potential
15679.0,182,1,18713.1,3,1,1,Potential
15680.0,8,7,299652.15,5,5,5,Champions
15681.0,182,9,202618.5,3,5,4,Loyal
15682.0,598,1,20029.8,1,1,1,Hibernating
15683.0,473,1,34732.95,1,1,2,Hibernating
15685.0,449,1,5877.9,1,1,1,Hibernating
15687.0,8,4,137933.25,5,4,4,Champions
15689.0,361,2,38895.15,2,3,2,At Risk
15690.0,3,2,25174.8,5,3,2,Loyal
15691.0,251,3,42997.5,2,3,2,At Risk
15692.0,27,1,20059.2,4,1,1,Potential
15694.0,0,13,651475.65,5,5,5,Champions
15695.0,266,2,74375.70000000001,2,3,3,At Risk
15696.0,79,10,265144.95,3,5,5,Loyal
15697.0,689,1,25908.75,1,1,2,Hibernating
15699.0,17,1,32513.25,5,1,2,Potential
15700.0,172,1,72741.9,3,1,3,Potential
15701.0,1,2,123473.7,5,3,4,Loyal
15702.0,475,2,14740.95,1,3,1,At Risk
15704.0,186,3,219745.05000000002,3,3,4,Loyal
15706.0,63,3,102979.8,4,3,4,Loyal
15707.0,34,2,62010.9,4,3,3,Loyal
15708.0,40,5,292471.2,4,4,5,Champions
15709.0,588,1,20433.0,1,1,1,Hibernating
15710.0,416,1,94381.35,2,1,3,Hibernating
15711.0,556,2,44126.25,1,3,2,At Risk
15712.0,109,7,203286.3,3,5,4,Loyal
15713.0,142,3,80527.65,3,3,3,Loyal
15714.0,11,3,65239.65,5,3,3,Loyal
15715.0,555,3,41226.15,1,3,2,At Risk
15716.0,145,9,190597.05,3,5,4,Loyal
15717.0,233,5,63735.0,2,4,3,At Risk
15718.0,539,1,30847.95,1,1,2,Hibernating
15719.0,32,17,653682.75,4,5,5,Champions
15720.0,549,1,15034.95,1,1,1,Hibernating
15722.0,35,8,320591.25,4,5,5,Champions
15723.0,364,2,46621.05,2,3,2,At Risk
15724.0,200,3,32639.25,3,3,2,Loyal
15726.0,389,1,33800.55,2,1,2,Hibernating
15727.0,106,8,553691.25,3,5,5,Loyal
15728.0,379,2,57183.0,2,3,3,At Risk
15729.0,212,3,20217.75,3,3,1,Loyal
15730.0,65,4,132210.75,4,4,4,Champions
15731.0,553,1,13156.5,1,1,1,Hibernating
15732.0,211,5,118597.5,3,4,4,Loyal
15735.0,420,1,34406.4,2,1,2,Hibernating
15736.0,434,1,163187.85,1,1,4,Hibernating
15737.0,14,4,36063.3,5,4,2,Loyal
15738.0,18,26,903675.15,5,5,5,Champions
15740.0,48,1,16262.4,4,1,1,Potential
15741.0,457,1,15274.35,1,1,1,Hibernating
15742.0,618,1,16471.35,1,1,1,Hibernating
15743.0,113,2,45575.25,3,3,2,Loyal
15745.0,33,3,96314.4,4,3,3,Loyal
15746.0,133,1,20672.4,3,1,1,Potential
15747.0,12,4,125211.45,5,4,4,Champions
15748.0,39,3,64549.8,4,3,3,Loyal
15749.0,234,1,2261269.5,2,1,5,Hibernating
15750.0,170,10,358882.76,3,5,5,Loyal
15751.0,460,8,140389.2,1,5,4,At Risk
15752.0,149,5,260068.2,3,4,5,Loyal
15753.0,304,1,8316.0,2,1,1,Hibernating
15754.0,50,6,123048.45,4,5,4,Champions
15755.0,87,7,270137.7,3,5,5,Loyal
15756.0,60,2,30833.25,4,3,2,Loyal
15757.0,65,6,308737.80000000005,4,5,5,Champions
15759.0,217,6,67969.65,3,5,3,Loyal
15761.0,442,1,15020.25,1,1,1,Hibernating
15764.0,87,5,410769.45,3,4,5,Loyal
15766.0,63,2,66093.3,4,3,3,Loyal
15768.0,115,23,1110550.35,3,5,5,Loyal
15769.0,6,30,6092091.6,5,5,5,Champions
15771.0,693,1,33206.25,1,1,2,Hibernating
15772.0,417,1,29492.4,2,1,2,Hibernating
15774.0,68,4,100084.95,4,4,3,Loyal
15775.0,631,1,4788.0,1,1,1,Hibernating
15776.0,132,1,25370.1,3,1,2,Potential
15777.0,317,4,115678.5,2,4,4,At Risk
15778.0,430,1,32334.75,1,1,2,Hibernating
15779.0,531,1,7074.9,1,1,1,Hibernating
15780.0,242,2,42289.8,2,3,2,At Risk
15781.0,24,2,22838.55,5,3,1,Loyal
15782.0,88,2,318958.5,3,3,5,Loyal
15783.0,10,1,25861.5,5,1,2,Potential
15784.0,467,2,89074.65,1,3,3,At Risk
15785.0,157,8,185116.05,3,5,4,Loyal
15786.0,45,5,894056.1,4,4,5,Champions
15787.0,25,3,99545.25,4,3,3,Loyal
15789.0,542,3,86579.85,1,3,3,At Risk
15790.0,9,1,23189.25,5,1,1,Potential
15791.0,43,4,346606.05,4,4,5,Champions
15792.0,399,1,47985.0,2,1,2,Hibernating
15793.0,14,7,221338.95,5,5,4,Champions
15794.0,735,2,81585.0,1,3,3,At Risk
15795.0,149,7,191411.85,3,5,4,Loyal
15796.0,0,14,456285.9,5,5,5,Champions
15797.0,112,6,296213.4,3,5,5,Loyal
15798.0,492,1,43124.55,1,1,2,Hibernating
15799.0,333,2,90338.85,2,3,3,At Risk
15800.0,106,4,75429.9,3,4,3,Loyal
15801.0,45,3,111714.75,4,3,4,Loyal
15802.0,142,1,47399.1,3,1,2,Potential
15803.0,50,3,149177.7,4,3,4,Loyal
15804.0,0,10,315324.45,5,5,5,Champions
15805.0,22,19,654400.95,5,5,5,Champions
15806.0,276,1,31537.8,2,2,2,Hibernating
15807.0,49,2,80165.4,4,3,3,Loyal
15808.0,305,12,1089643.8,2,5,5,At Risk
15809.0,35,5,54155.850000000006,4,4,3,Loyal
15810.0,78,5,176073.44999999998,3,4,4,Loyal
15811.0,205,3,234999.44999999998,3,3,5,Loyal
15812.0,106,8,415186.8,3,5,5,Loyal
15813.0,207,2,136910.55,3,3,4,Loyal
15814.0,16,4,172198.95,5,4,4,Champions
15815.0,140,3,149278.5,3,3,4,Loyal
15817.0,420,1,63135.45,2,2,3,Hibernating
15819.0,130,5,204498.0,3,4,4,Loyal
15821.0,43,1,33261.9,4,2,2,Potential
15822.0,2,3,82075.35,5,3,3,Loyal
15826.0,567,1,99116.85,1,2,3,Hibernating
15827.0,72,17,240874.2,4,5,5,Champions
15829.0,98,2,66794.7,3,3,3,Loyal
15830.0,37,1,60480.0,4,2,3,Potential
15831.0,57,3,84184.8,4,3,3,Loyal
15832.0,253,1,87862.95,2,2,3,Hibernating
15834.0,69,6,276810.45,4,5,5,Champions
15835.0,43,4,100179.45,4,4,3,Loyal
15837.0,64,2,81586.05,4,3,3,Loyal
15838.0,10,24,3734892.0,5,5,5,Champions
15839.0,32,3,110091.45000000001,4,3,4,Loyal
15840.0,58,2,37333.8,4,3,2,Loyal
15841.0,72,3,82785.15,4,3,3,Loyal
15842.0,392,2,57624.0,2,3,3,At Risk
15845.0,17,6,276452.4,5,5,5,Champions
15846.0,384,1,11236.05,2,2,1,Hibernating
15847.0,37,4,67398.45,4,4,3,Loyal
15848.0,621,1,14693.7,1,2,1,Hibernating
15850.0,167,5,98568.75,3,4,3,Loyal
15851.0,526,1,11521.65,1,2,1,Hibernating
15852.0,196,1,10837.05,3,2,1,Potential
15854.0,3,17,493327.8,5,5,5,Champions
15855.0,136,4,64726.2,3,4,3,Loyal
15856.0,3,33,2483030.5500000003,5,5,5,Champions
15857.0,18,1,31185.0,5,2,2,Potential
15858.0,59,8,277631.55,4,5,5,Champions
15859.0,431,1,46038.3,1,2,2,Hibernating
15860.0,40,12,159687.15,4,5,4,Champions
15861.0,21,7,267386.7,5,5,5,Champions
15862.0,7,6,116694.9,5,5,4,Champions
15863.0,192,3,16606.8,3,3,1,Loyal
15864.0,26,4,101217.9,4,4,3,Loyal
15865.0,40,3,128198.70000000001,4,3,4,Loyal
15866.0,100,1,24205.65,3,2,1,Potential
15867.0,4,17,557627.7,5,5,5,Champions
15868.0,582,1,9925.65,1,2,1,Hibernating
15869.0,276,1,6466.95,2,2,1,Hibernating
15870.0,396,1,14519.4,2,2,1,Hibernating
15871.0,436,1,3475.5,1,2,1,Hibernating
15872.0,14,4,83546.4,5,4,3,Loyal
15873.0,499,3,30088.8,1,3,2,At Risk
15874.0,63,16,1016626.8,4,5,5,Champions
15876.0,447,1,76734.0,1,2,3,Hibernating
15877.0,1,1,26357.1,5,2,2,Potential
15878.0,561,2,34730.850000000006,1,3,2,At Risk
15879.0,403,4,121516.5,2,4,4,At Risk
15881.0,363,1,12017.25,2,2,1,Hibernating
15882.0,198,6,125425.65,3,5,4,Loyal
15883.0,1,2,41630.399999999994,5,3,2,Loyal
15884.0,735,1,25389.0,1,2,2,Hibernating
15885.0,92,10,160972.35,3,5,4,Loyal
15886.0,59,3,65620.8,4,3,3,Loyal
15887.0,406,2,61425.0,2,3,3,At Risk
15888.0,80,2,36478.05,3,3,2,Loyal
15889.0,379,3,41336.4,2,3,2,At Risk
15890.0,394,4,39453.75,2,4,2,At Risk
15891.0,226,1,55074.6,2,2,3,Hibernating
15892.0,668,1,13461.0,1,2,1,Hibernating
15895.0,149,1,18812.85,3,2,1,Potential
15897.0,193,2,23315.25,3,3,1,Loyal
15898.0,264,16,408867.89999999997,2,5,5,At Risk
15900.0,23,4,94542.0,5,4,3,Loyal
15901.0,16,3,46694.55,5,3,2,Loyal
15902.0,379,1,15226.05,2,2,1,Hibernating
15903.0,9,4,349776.0,5,4,5,Champions
15904.0,7,1,17291.4,5,2,1,Potential
15905.0,542,1,12042.45,1,2,1,Hibernating
15906.0,19,5,94120.95,5,4,3,Loyal
15907.0,3,3,101582.25,5,3,4,Loyal
15908.0,490,2,80279.85,1,3,3,At Risk
15909.0,173,1,20153.7,3,2,1,Potential
15910.0,14,13,254901.15,5,5,5,Champions
15911.0,623,5,91314.3,1,4,3,At Risk
15912.0,177,6,77821.8,3,5,3,Loyal
15913.0,533,1,661.5,1,2,1,Hibernating
15914.0,377,2,21628.95,2,3,1,At Risk
15916.0,15,9,256704.0,5,5,5,Champions
15917.0,247,4,51850.05,2,4,3,At Risk
15918.0,190,1,20184.15,3,2,1,Potential
15919.0,19,1,38762.85,5,2,2,Potential
15920.0,153,4,23783.55,3,4,1,Loyal
15921.0,172,3,64437.450000000004,3,3,3,Loyal
15923.0,372,1,26686.8,2,2,2,Hibernating
15924.0,730,1,10796.1,1,2,1,Hibernating
15925.0,193,1,21750.75,3,2,1,Potential
15927.0,646,1,12955.95,1,2,1,Hibernating
15929.0,643,1,62370.0,1,2,3,Hibernating
15930.0,66,1,44796.15,4,2,2,Potential
15931.0,427,1,25189.5,1,2,2,Hibernating
15932.0,3,6,196831.95,5,5,4,Champions
15933.0,70,2,76468.35,4,3,3,Loyal
15934.0,417,2,230019.3,2,3,5,At Risk
15935.0,241,1,32426.1,2,2,2,Hibernating
15936.0,378,1,11672.85,2,2,1,Hibernating
15938.0,200,8,69880.65,3,5,3,Loyal
15939.0,89,12,747220.95,3,5,5,Loyal
15940.0,310,1,3759.0,2,2,1,Hibernating
15941.0,636,1,42525.0,1,2,2,Hibernating
15942.0,133,1,35431.2,3,2,2,Potential
15943.0,649,1,15286.95,1,2,1,Hibernating
15944.0,276,4,227245.2,2,4,5,At Risk
15945.0,441,1,11964.75,1,2,1,Hibernating
15946.0,502,3,241938.90000000002,1,3,5,At Risk
15947.0,82,1,179365.2,3,2,4,Potential
15948.0,7,2,100300.2,5,3,3,Loyal
15949.0,16,1,13406.4,5,2,1,Potential
15950.0,78,6,501901.05,3,5,5,Loyal
15951.0,285,2,71412.6,2,3,3,At Risk
15952.0,158,2,34419.0,3,3,2,Loyal
15953.0,14,10,215078.85,5,5,4,Champions
15954.0,588,1,20028.75,1,2,1,Hibernating
15955.0,58,15,603902.25,4,5,5,Champions
15956.0,550,1,30576.0,1,2,2,Hibernating
15957.0,31,3,97660.5,4,3,3,Loyal
15958.0,73,4,51763.95,4,4,3,Loyal
15959.0,681,3,60846.45,1,3,3,At Risk
15960.0,373,4,43149.75,2,4,2,At Risk
15962.0,448,1,31062.15,1,2,2,Hibernating
15965.0,28,8,191469.6,4,5,4,Champions
15966.0,450,1,44785.65,1,2,2,Hibernating
15967.0,438,5,160608.0,1,4,4,At Risk
15969.0,425,1,37504.95,1,2,2,Hibernating
15970.0,303,2,106818.6,2,3,4,At Risk
15971.0,52,9,372894.9,4,5,5,Champions
15972.0,455,2,67287.15,1,3,3,At Risk
15973.0,366,2,102211.2,2,3,4,At Risk
15974.0,38,2,72984.45,4,3,3,Loyal
15975.0,83,1,38956.05,3,2,2,Potential
15976.0,164,4,123331.95,3,4,4,Loyal
15977.0,16,2,110746.65,5,3,4,Loyal
15978.0,76,1,115371.9,3,2,4,Potential
15980.0,88,4,445107.60000000003,3,4,5,Loyal
15981.0,24,12,655725.0,5,5,5,Champions
15982.0,604,1,34073.55,1,2,2,Hibernating
15983.0,21,4,191367.75,5,4,4,Champions
15984.0,3,19,531038.55,5,5,5,Champions
15985.0,485,2,70207.20000000001,1,3,3,At Risk
15986.0,29,2,37214.1,4,3,2,Loyal
15987.0,11,6,151810.05,5,5,4,Champions
15988.0,18,3,80859.45000000001,5,3,3,Loyal
15989.0,375,2,39113.55,2,3,2,At Risk
15990.0,43,3,91512.75,4,3,3,Loyal
15992.0,3,2,60464.25,5,3,3,Loyal
15993.0,8,5,247941.75,5,4,5,Champions
15994.0,54,2,87279.15,4,3,3,Loyal
15995.0,413,1,73099.95,2,2,3,Hibernating
15996.0,115,6,161078.4,3,5,4,Loyal
15998.0,36,9,438503.1,4,5,5,Champions
15999.0,735,1,2142.0,1,2,1,Hibernating
16000.0,2,2,1086508.5,5,3,5,Loyal
16002.0,624,1,17767.05,1,2,1,Hibernating
16003.0,29,6,357459.9,4,5,5,Champions
16004.0,562,2,152821.2,1,3,4,At Risk
16005.0,11,9,221510.1,5,5,4,Champions
16006.0,387,1,25805.85,2,2,2,Hibernating
16007.0,47,3,149690.1,4,3,4,Loyal
16008.0,74,9,330955.8,4,5,5,Champions
16009.0,43,2,89349.75,4,3,3,Loyal
16010.0,245,6,110959.8,2,5,4,At Risk
16011.0,29,13,260159.55,4,5,5,Champions
16012.0,154,2,101243.1,3,3,3,Loyal
16013.0,18,55,3979086.3,5,5,5,Champions
16014.0,151,2,55642.65,3,3,3,Loyal
16015.0,3,3,74065.95,5,3,3,Loyal
16016.0,14,6,166783.05,5,5,4,Champions
