customer_id,gender,age,tenure_months,monthly_income,segment,has_loan,has_card,churned,churn_score,Contract,InternetService,MonthlyCharges
0621-TSSMU,Male,58,56,17955.0,Mass,0,1,0,0.0718,One year,No,19.95
7234-KMNRQ,Male,30,4,17100.0,Mass,1,0,0,0.463,Month-to-month,No,19.0
7636-PEPNS,Female,59,58,39690.0,Mass,0,0,0,0.0968,One year,DSL,44.1
4683-WYDOU,Male,62,62,96840.0,HNI,0,1,0,0.1661,Two year,Fiber optic,107.6
9052-DHNKM,Male,42,26,55395.0,Affluent,0,0,0,0.2065,One year,DSL,61.55
6794-HKIAJ,Male,62,62,81630.0,HNI,1,1,0,0.3947,Month-to-month,Fiber optic,90.7
5578-NKCXI,Female,59,58,89325.0,HNI,0,1,0,0.1665,One year,Fiber optic,99.25
1642-HMARX,Female,65,68,82530.0,HNI,0,0,0,0.1295,Two year,DSL,91.7
3096-WPXBT,Female,61,61,90630.0,HNI,0,1,0,0.1601,One year,Fiber optic,100.7
8434-PNQZX,Female,51,42,70605.0,Affluent,0,1,0,0.184,Two year,DSL,78.45
5950-AAAGJ,Male,37,18,75870.0,HNI,1,1,0,0.5072,Month-to-month,Fiber optic,84.3
4299-OPXEJ,Female,58,56,17595.0,Mass,0,1,0,0.0713,Two year,No,19.55
4951-UKAAQ,Female,30,4,80055.0,HNI,1,0,1,0.9514,Month-to-month,Fiber optic,88.95
9618-LFJRU,Female,30,4,18405.0,Mass,1,1,0,0.4649,Month-to-month,No,20.45
6693-DJWTY,Female,47,35,50040.0,Affluent,0,1,0,0.1743,One year,DSL,55.6
0744-GKNGE,Female,63,64,78120.0,HNI,1,1,0,0.3843,Month-to-month,Fiber optic,86.8
6447-EGDIV,Female,45,31,18855.0,Mass,0,0,0,0.1415,One year,No,20.95
1167-OYZJF,Female,68,67,18045.0,Mass,0,1,0,0.0418,Two year,No,20.05
2108-YKQTY,Female,30,4,45630.0,Affluent,1,1,1,0.9031,Month-to-month,DSL,50.7
4806-DXQCE,Female,68,70,102285.0,HNI,0,0,0,0.1518,Two year,Fiber optic,113.65
4918-QLLIW,Male,29,3,48060.0,Affluent,1,1,1,0.9092,Month-to-month,DSL,53.4
7056-IMHCC,Male,68,53,91710.0,HNI,1,0,1,0.8335,Month-to-month,Fiber optic,101.9
4854-SSLTN,Male,29,2,53550.0,Affluent,0,0,0,0.2697,Two year,DSL,59.5
5294-DMSFH,Female,43,29,79020.0,HNI,1,1,0,0.4815,Month-to-month,Fiber optic,87.8
4837-PZTIC,Female,53,47,37710.0,Mass,0,0,0,0.1242,Two year,DSL,41.9
1625-JAIIY,Female,65,68,74700.0,HNI,0,0,1,0.5185,One year,Fiber optic,83.0
0603-OLQDC,Male,34,12,62865.0,Affluent,1,0,0,0.5054,Month-to-month,DSL,69.85
3272-VUHPV,Female,32,8,50670.0,Affluent,1,1,0,0.4992,Month-to-month,DSL,56.3
4176-FXYBO,Male,57,54,98595.0,HNI,1,0,0,0.4404,Month-to-month,Fiber optic,109.55
1063-DHQJF,Male,65,69,82935.0,HNI,0,0,0,0.1274,Two year,Fiber optic,92.15
8663-UPDGF,Female,42,26,62550.0,Affluent,1,1,0,0.4666,Month-to-month,DSL,69.5
6719-FGEDO,Female,65,72,87300.0,HNI,0,1,0,0.1253,Two year,Fiber optic,97.0
1837-YQUCE,Female,65,70,52515.0,Affluent,0,1,0,0.0819,Two year,DSL,58.35
2947-DOMLJ,Male,28,1,45540.0,Affluent,1,0,1,0.9112,Month-to-month,DSL,50.6
4112-LUEIZ,Male,33,10,80550.0,HNI,1,0,1,0.9357,Month-to-month,Fiber optic,89.5
0369-ZGOVK,Female,43,28,63360.0,Affluent,0,1,0,0.2122,One year,Fiber optic,70.4
4510-HIMLV,Male,28,1,62820.0,Affluent,1,0,1,0.9354,Month-to-month,Fiber optic,69.8
9919-KNPOO,Female,39,21,84870.0,HNI,1,0,0,0.5116,Month-to-month,Fiber optic,94.3
8749-JMNKX,Male,68,51,84420.0,HNI,1,1,1,0.8288,Month-to-month,Fiber optic,93.8
7872-BAAZR,Female,57,53,17595.0,Mass,0,1,0,0.0795,One year,No,19.55
9391-LMANN,Male,57,53,86355.0,HNI,0,0,0,0.176,One year,Fiber optic,95.95
2430-USGXP,Male,41,24,90945.0,HNI,1,0,1,0.9119,Month-to-month,Fiber optic,101.05
8174-TBVCF,Female,65,70,85320.0,HNI,0,1,0,0.128,Two year,DSL,94.8
1698-XFZCI,Male,61,61,96975.0,HNI,0,0,0,0.169,One year,Fiber optic,107.75
1877-HKBQX,Female,34,11,49140.0,Affluent,0,0,0,0.2388,One year,DSL,54.6
4450-DLLMH,Male,29,2,64170.0,Affluent,1,1,0,0.5346,Month-to-month,Fiber optic,71.3
0428-AXXLJ,Male,41,25,17550.0,Mass,0,1,0,0.1561,One year,No,19.5
2746-DIJLO,Female,50,41,50670.0,Affluent,0,1,0,0.1588,One year,DSL,56.3
5955-ERIHD,Male,37,18,85230.0,HNI,1,0,1,0.9203,Month-to-month,Fiber optic,94.7
0917-EZOLA,Male,68,72,93735.0,HNI,0,1,1,0.5343,Two year,Fiber optic,104.15
3508-VLHCZ,Female,65,71,81495.0,HNI,0,1,0,0.1199,Two year,DSL,90.55
4086-ATNFV,Female,46,34,54720.0,Affluent,0,0,0,0.1836,One year,DSL,60.8
0468-YRPXN,Male,43,29,88920.0,HNI,1,1,0,0.4953,Month-to-month,Fiber optic,98.8
5996-NRVXR,Male,68,40,88335.0,HNI,0,1,0,0.2144,One year,Fiber optic,98.15
3739-YBWAB,Male,47,36,31815.0,Mass,0,0,0,0.146,One year,DSL,35.35
7047-FWEYA,Female,53,46,92835.0,HNI,0,0,0,0.2043,One year,Fiber optic,103.15
2000-MPKCA,Female,59,58,96975.0,HNI,0,0,0,0.1772,One year,Fiber optic,107.75
9762-YAQAA,Male,49,39,73260.0,HNI,0,1,0,0.196,One year,Fiber optic,81.4
5949-EBSQK,Male,30,4,55305.0,Affluent,1,1,1,0.9167,Month-to-month,DSL,61.45
5473-KHBPS,Female,56,52,86130.0,HNI,0,1,0,0.1784,One year,Fiber optic,95.7
0100-DUVFC,Male,68,70,94320.0,HNI,0,0,0,0.1406,One year,Fiber optic,104.8
5397-TUPSH,Male,68,65,63855.0,Affluent,0,1,0,0.1115,One year,Fiber optic,70.95
8950-MTZNV,Male,28,1,40455.0,Mass,1,0,0,0.504,Month-to-month,DSL,44.95
0326-VDYXE,Female,65,70,87885.0,HNI,0,0,0,0.1316,One year,Fiber optic,97.65
6773-LQTVT,Female,68,29,32085.0,Mass,1,0,0,0.4156,Month-to-month,DSL,35.65
7274-RTAPZ,Male,28,1,81495.0,HNI,1,0,1,0.9616,Month-to-month,Fiber optic,90.55
0436-TWFFZ,Female,64,67,76725.0,HNI,0,0,0,0.1241,Two year,DSL,85.25
8566-YPRGL,Female,28,1,17550.0,Mass,1,0,0,0.4719,Month-to-month,No,19.5
0311-UNPFF,Female,42,26,79920.0,HNI,1,1,1,0.8909,Month-to-month,Fiber optic,88.8
6609-MXJHJ,Female,44,30,22590.0,Mass,0,0,0,0.1495,Two year,No,25.1
2669-OIDSD,Female,54,48,90045.0,HNI,1,1,0,0.4449,Month-to-month,Fiber optic,100.05
8400-WZICQ,Female,58,55,50130.0,Affluent,1,0,0,0.3697,Month-to-month,DSL,55.7
3834-XUIFC,Male,31,7,76680.0,HNI,1,0,1,0.9384,Month-to-month,Fiber optic,85.2
9576-SYUHJ,Male,48,37,82035.0,HNI,1,0,0,0.4638,Month-to-month,Fiber optic,91.15
0410-IPFTY,Female,45,31,75465.0,HNI,1,1,0,0.471,Month-to-month,Fiber optic,83.85
2831-EBWRN,Male,30,4,41310.0,Mass,1,0,0,0.497,Month-to-month,DSL,45.9
9430-NKQLY,Male,65,72,22590.0,Mass,0,1,0,0.0344,Two year,No,25.1
8414-MYSHR,Male,68,5,82260.0,HNI,1,0,1,0.9518,Month-to-month,Fiber optic,91.4
0247-SLUJI,Male,28,1,17730.0,Mass,1,0,0,0.4721,Month-to-month,No,19.7
9402-ORRAH,Female,68,15,82350.0,HNI,1,0,0,0.5245,Month-to-month,Fiber optic,91.5
6483-OATDN,Male,32,8,46170.0,Affluent,1,1,0,0.4929,Month-to-month,DSL,51.3
1293-HHSHJ,Female,47,35,18990.0,Mass,0,0,0,0.1308,One year,No,21.1
4840-ORQXB,Female,68,56,94275.0,HNI,1,0,0,0.4289,Month-to-month,Fiber optic,104.75
7599-FKVXZ,Male,51,42,95535.0,HNI,1,1,1,0.869,Month-to-month,Fiber optic,106.15
3982-DQLUS,Male,68,65,77175.0,HNI,1,0,0,0.3802,Month-to-month,Fiber optic,85.75
8610-ZIKJJ,Female,29,2,18270.0,Mass,0,0,0,0.2202,One year,No,20.3
3756-VNWDH,Male,68,65,90675.0,HNI,0,0,0,0.1492,One year,Fiber optic,100.75
7801-KICAO,Female,37,18,66735.0,Affluent,1,0,0,0.4943,Month-to-month,Fiber optic,74.15
7673-LPRNY,Female,40,23,70695.0,Affluent,0,0,0,0.2362,One year,DSL,78.55
8229-TNIQA,Female,30,4,40770.0,Mass,1,0,1,0.8963,Month-to-month,DSL,45.3
6060-QBMGV,Male,65,70,17865.0,Mass,0,1,0,0.0333,Two year,No,19.85
7339-POGZN,Female,30,4,45630.0,Affluent,1,0,0,0.5031,Month-to-month,DSL,50.7
2828-SLQPF,Male,38,19,40500.0,Mass,1,1,0,0.4548,Month-to-month,DSL,45.0
4465-VDKIQ,Female,37,18,70020.0,Affluent,1,0,0,0.499,Month-to-month,Fiber optic,77.8
2921-XWDJH,Female,68,38,75105.0,HNI,1,0,0,0.4513,Month-to-month,Fiber optic,83.45
6221-AVQYL,Male,29,2,65925.0,Affluent,1,1,1,0.937,Month-to-month,Fiber optic,73.25
2558-BUOZZ,Male,53,47,85320.0,HNI,0,1,0,0.191,One year,Fiber optic,94.8
9257-AZMTZ,Female,56,52,18090.0,Mass,0,1,0,0.0829,Two year,No,20.1
0003-MKNFE,Male,32,9,53910.0,Affluent,1,0,0,0.501,Month-to-month,DSL,59.9
0975-UYDTX,Female,42,26,81090.0,HNI,0,1,0,0.2426,One year,DSL,90.1
7743-EXURX,Male,32,8,45945.0,Affluent,1,0,1,0.8926,Month-to-month,DSL,51.05
4682-BLBUC,Male,52,44,63855.0,Affluent,0,0,0,0.1691,One year,DSL,70.95
0975-VOOVL,Female,29,3,26280.0,Mass,1,0,0,0.4787,Month-to-month,DSL,29.2
5968-VXZLG,Male,29,2,41940.0,Mass,1,1,0,0.5034,Month-to-month,DSL,46.6
5569-KGJHX,Female,32,9,76815.0,HNI,1,1,1,0.9332,Month-to-month,Fiber optic,85.35
4988-IQIGL,Male,68,1,67815.0,Affluent,1,0,1,0.9424,Month-to-month,Fiber optic,75.35
5201-FRKKS,Male,41,25,66870.0,Affluent,1,1,0,0.4754,Month-to-month,Fiber optic,74.3
9799-CAYJJ,Female,68,2,62370.0,Affluent,1,0,0,0.5321,Month-to-month,Fiber optic,69.3
7730-IUTDZ,Male,51,43,67680.0,Affluent,1,0,1,0.8272,Month-to-month,Fiber optic,75.2
0426-TIRNE,Female,28,1,18810.0,Mass,1,0,1,0.8737,Month-to-month,No,20.9
5443-SCMKX,Female,59,58,84870.0,HNI,0,0,0,0.1602,One year,Fiber optic,94.3
8295-KMENE,Female,60,59,68805.0,Affluent,0,0,0,0.1349,Two year,DSL,76.45
6738-ISCBM,Male,52,44,48600.0,Affluent,0,0,0,0.1477,One year,DSL,54.0
9821-BESNZ,Male,64,66,93825.0,HNI,0,0,0,0.1509,One year,Fiber optic,104.25
3678-MNGZX,Male,65,68,17955.0,Mass,0,1,0,0.0389,Two year,No,19.95
1335-NTIUC,Male,32,9,22455.0,Mass,1,0,0,0.4569,Month-to-month,DSL,24.95
2916-BQZLN,Male,38,19,76275.0,HNI,1,0,0,0.505,Month-to-month,Fiber optic,84.75
4558-CGYCZ,Male,30,4,17775.0,Mass,1,0,0,0.464,Month-to-month,No,19.75
2368-GAKKQ,Female,65,70,102285.0,HNI,0,1,0,0.1518,Two year,Fiber optic,113.65
8710-YGLWG,Male,28,1,40410.0,Mass,1,0,0,0.504,Month-to-month,DSL,44.9
3199-XGZCY,Female,32,8,67725.0,Affluent,1,0,0,0.5231,Month-to-month,Fiber optic,75.25
3785-KTYSH,Male,57,53,22140.0,Mass,0,0,0,0.0859,Two year,No,24.6
6814-ZPWFQ,Male,68,51,22500.0,Mass,0,1,0,0.0919,One year,No,25.0
4063-EIKNQ,Male,34,11,18855.0,Mass,1,1,0,0.4463,Month-to-month,No,20.95
6993-YCOBK,Male,61,60,99540.0,HNI,0,0,0,0.1753,Two year,Fiber optic,110.6
5206-HPJKM,Male,37,17,49950.0,Affluent,1,1,0,0.4735,Month-to-month,DSL,55.5
7587-RZNME,Male,29,3,38970.0,Mass,1,0,1,0.8965,Month-to-month,DSL,43.3
0748-RDGGM,Male,65,70,98550.0,HNI,0,1,1,0.5465,One year,Fiber optic,109.5
8393-JMVMB,Male,28,1,17505.0,Mass,1,0,0,0.4718,Month-to-month,No,19.45
5019-GQVCR,Male,68,43,76365.0,HNI,1,0,0,0.4394,Month-to-month,Fiber optic,84.85
6036-TTFYU,Female,36,16,17640.0,Mass,1,0,0,0.4309,Month-to-month,No,19.6
2550-AEVRU,Female,59,57,48105.0,Affluent,0,0,0,0.1114,One year,DSL,53.45
0969-RGKCU,Male,48,37,17820.0,Mass,0,1,0,0.1236,One year,No,19.8
0378-CJKPV,Female,65,72,100890.0,HNI,0,1,0,0.1443,Two year,Fiber optic,112.1
4706-AXVKM,Female,68,11,76320.0,HNI,1,1,1,0.927,Month-to-month,Fiber optic,84.8
5889-JTMUL,Female,68,50,85545.0,HNI,1,0,1,0.8331,Month-to-month,Fiber optic,95.05
9026-RNUJS,Male,68,5,45315.0,Affluent,1,0,1,0.8999,Month-to-month,DSL,50.35
3746-EUBYR,Male,28,1,67140.0,Affluent,1,1,1,0.9415,Month-to-month,Fiber optic,74.6
2332-EFBJY,Male,36,16,17730.0,Mass,1,0,1,0.831,Month-to-month,No,19.7
2880-FPNAE,Male,68,2,66780.0,Affluent,1,0,0,0.5382,Month-to-month,Fiber optic,74.2
1703-MGIAB,Female,37,17,62100.0,Affluent,1,0,0,0.4906,Month-to-month,DSL,69.0
4311-QTTAI,Female,36,16,17415.0,Mass,0,1,0,0.1806,One year,No,19.35
9474-PHLYD,Female,36,15,53505.0,Affluent,1,0,1,0.884,Month-to-month,DSL,59.45
4318-RAJVY,Female,33,10,17820.0,Mass,0,0,0,0.1976,One year,No,19.8
2165-VOEGB,Female,53,46,94680.0,HNI,0,1,1,0.6069,One year,Fiber optic,105.2
3612-YUNGG,Male,63,64,98280.0,HNI,0,1,0,0.1626,Two year,Fiber optic,109.2
2254-DLXRI,Female,28,1,71235.0,Affluent,1,0,0,0.5472,Month-to-month,Fiber optic,79.15
5062-CJJKH,Male,41,25,48285.0,Affluent,0,0,0,0.1993,One year,DSL,53.65
9028-LIHRP,Male,65,71,90180.0,HNI,0,1,0,0.132,Two year,Fiber optic,100.2
2219-MVUSO,Male,32,8,40635.0,Mass,1,0,1,0.8851,Month-to-month,DSL,45.15
1053-MXTTK,Female,65,72,97785.0,HNI,0,1,0,0.14,Two year,Fiber optic,108.65
1530-ZTDOZ,Female,54,49,36585.0,Mass,1,1,0,0.3671,Month-to-month,DSL,40.65
1301-LOPVR,Male,43,29,49815.0,Affluent,0,1,0,0.1905,One year,DSL,55.35
0853-TWRVK,Male,65,72,95040.0,HNI,0,1,0,0.1361,Two year,Fiber optic,105.6
8914-RBTSB,Male,45,31,84420.0,HNI,1,0,1,0.8836,Month-to-month,Fiber optic,93.8
6212-ATMLK,Female,55,50,86130.0,HNI,1,0,0,0.4339,Month-to-month,Fiber optic,95.7
8200-LGKSR,Male,65,71,74880.0,HNI,0,0,0,0.1106,Two year,DSL,83.2
1568-BEKZM,Male,68,70,81045.0,HNI,0,1,0,0.122,Two year,DSL,90.05
0670-ANMUU,Male,65,71,87885.0,HNI,0,1,0,0.1288,One year,Fiber optic,97.65
6897-RWMUB,Male,61,61,61245.0,Affluent,0,1,0,0.1188,Two year,DSL,68.05
0963-ZBDRN,Male,45,32,86580.0,HNI,1,0,1,0.8838,Month-to-month,Fiber optic,96.2
7594-RQHXR,Female,28,1,71640.0,Affluent,1,0,1,0.9478,Month-to-month,Fiber optic,79.6
6999-CHVCF,Male,65,68,91890.0,HNI,0,1,0,0.1427,Two year,Fiber optic,102.1
6134-KWTBV,Male,62,62,21060.0,Mass,0,1,0,0.0597,Two year,No,23.4
1077-HUUJM,Female,31,7,63945.0,Affluent,1,0,0,0.5206,Month-to-month,Fiber optic,71.05
6331-EWIEB,Male,39,20,76725.0,HNI,1,0,1,0.9029,Month-to-month,Fiber optic,85.25
0895-LNKRC,Male,31,6,17505.0,Mass,0,0,0,0.2081,One year,No,19.45
2045-BMBTJ,Female,68,33,53505.0,Affluent,1,1,0,0.4347,Month-to-month,DSL,59.45
8417-GSODA,Male,43,28,82980.0,HNI,0,1,0,0.2398,One year,Fiber optic,92.2
5171-EPLKN,Male,42,27,17865.0,Mass,0,1,0,0.1511,Two year,No,19.85
4452-QIIEB,Male,31,7,39510.0,Mass,1,0,0,0.4863,Month-to-month,DSL,43.9
5998-VVEJY,Male,42,26,72450.0,HNI,1,0,1,0.8805,Month-to-month,Fiber optic,80.5
1624-NALOJ,Male,68,5,80820.0,HNI,1,0,1,0.9497,Month-to-month,Fiber optic,89.8
6741-EGCBI,Male,68,30,81450.0,HNI,1,1,0,0.4821,Month-to-month,Fiber optic,90.5
7820-ZYGNY,Male,62,63,81405.0,HNI,0,1,0,0.1416,One year,Fiber optic,90.45
4317-VTEOA,Male,28,1,45675.0,Affluent,1,0,1,0.9114,Month-to-month,DSL,50.75
9677-AVKED,Female,57,53,76140.0,HNI,0,0,0,0.1617,One year,DSL,84.6
1670-SVOWZ,Female,35,14,80685.0,HNI,1,1,1,0.9249,Month-to-month,Fiber optic,89.65
2227-JRSJX,Female,39,21,89235.0,HNI,1,1,0,0.5177,Month-to-month,Fiber optic,99.15
9847-HNVGP,Male,37,17,17955.0,Mass,0,0,0,0.1786,One year,No,19.95
6696-YDAYZ,Male,36,16,18450.0,Mass,0,0,0,0.1821,Two year,No,20.5
8980-WQFWL,Female,47,35,55890.0,Affluent,1,0,0,0.4326,Month-to-month,DSL,62.1
1730-ZMAME,Female,68,32,71550.0,Affluent,1,0,0,0.4627,Month-to-month,Fiber optic,79.5
6506-EYCNH,Female,43,28,17595.0,Mass,1,1,0,0.398,Month-to-month,No,19.55
4634-JLRJT,Female,28,1,18315.0,Mass,1,0,0,0.473,Month-to-month,No,20.35
9501-UKKNL,Male,60,59,46530.0,Affluent,1,0,0,0.3537,Month-to-month,DSL,51.7
2560-QTSBS,Female,65,72,20970.0,Mass,0,1,0,0.0322,One year,No,23.3
7541-YLXCL,Male,47,36,58860.0,Affluent,0,0,1,0.584,One year,DSL,65.4
4795-WRNVT,Female,50,40,58590.0,Affluent,1,0,0,0.4226,Month-to-month,DSL,65.1
6080-TCMYC,Male,50,40,73080.0,HNI,1,0,0,0.443,Month-to-month,Fiber optic,81.2
0260-ZDLGK,Female,32,9,65610.0,Affluent,1,0,1,0.9174,Month-to-month,DSL,72.9
7860-UXCRM,Male,62,63,67050.0,Affluent,0,1,0,0.1215,Two year,DSL,74.5
6357-JJPQT,Female,29,3,72450.0,HNI,1,0,0,0.5435,Month-to-month,Fiber optic,80.5
2292-XQWSV,Male,50,40,54270.0,Affluent,0,0,0,0.1666,One year,DSL,60.3
9552-TGUZV,Male,32,8,67500.0,Affluent,1,0,0,0.5228,Month-to-month,Fiber optic,75.0
5913-INRQV,Male,68,34,81135.0,HNI,0,0,0,0.2207,One year,Fiber optic,90.15
8722-NGNBH,Male,30,5,36000.0,Mass,1,0,1,0.8868,Month-to-month,DSL,40.0
6210-KBBPI,Male,68,9,89505.0,HNI,1,1,1,0.951,Month-to-month,Fiber optic,99.45
9643-YBLUR,Male,32,9,62145.0,Affluent,1,1,0,0.5126,Month-to-month,DSL,69.05
8734-FNWVH,Male,45,31,53730.0,Affluent,1,1,0,0.4405,Month-to-month,DSL,59.7
9447-YPTBX,Female,55,50,17865.0,Mass,0,1,0,0.0881,One year,No,19.85
0133-BMFZO,Female,29,2,77625.0,HNI,1,0,1,0.9535,Month-to-month,Fiber optic,86.25
6128-CZOMY,Female,28,1,41085.0,Mass,1,0,1,0.9049,Month-to-month,DSL,45.65
9540-JYROE,Male,32,8,63090.0,Affluent,1,0,1,0.9166,Month-to-month,Fiber optic,70.1
9026-LHEVG,Female,32,9,36675.0,Mass,1,0,0,0.4768,Month-to-month,DSL,40.75
2260-USTRB,Female,68,2,63180.0,Affluent,1,1,1,0.9332,Month-to-month,Fiber optic,70.2
3656-TKRVZ,Female,29,3,49815.0,Affluent,1,0,1,0.9117,Month-to-month,DSL,55.35
7011-CVEUC,Male,41,25,86130.0,HNI,1,1,0,0.5024,Month-to-month,Fiber optic,95.7
6185-TASNN,Male,68,1,41670.0,Mass,1,0,0,0.5057,Month-to-month,DSL,46.3
7925-PNRGI,Female,52,45,73170.0,HNI,1,0,0,0.4294,Month-to-month,DSL,81.3
8623-TMRBY,Male,68,51,75780.0,HNI,1,0,1,0.8166,Month-to-month,Fiber optic,84.2
1552-CZCLL,Female,58,55,18000.0,Mass,1,1,0,0.3246,Month-to-month,No,20.0
3038-PQIUY,Female,48,38,59535.0,Affluent,1,1,0,0.4294,Month-to-month,DSL,66.15
1501-SGHBW,Male,29,2,41265.0,Mass,1,0,1,0.9024,Month-to-month,DSL,45.85
9313-CDOGY,Male,48,38,17640.0,Mass,1,0,0,0.3706,Month-to-month,No,19.6
8148-BPLZQ,Male,46,34,44820.0,Mass,1,0,0,0.4198,Month-to-month,DSL,49.8
2623-DRYAM,Female,65,70,91575.0,HNI,0,0,0,0.1367,One year,Fiber optic,101.75
9987-LUTYD,Female,35,13,49635.0,Affluent,0,0,0,0.234,One year,DSL,55.15
3208-YPIOE,Male,49,39,67725.0,Affluent,1,0,1,0.8382,Month-to-month,Fiber optic,75.25
4488-KQFDT,Female,61,61,93555.0,HNI,0,0,0,0.1642,One year,Fiber optic,103.95
2612-RANWT,Female,34,12,90135.0,HNI,1,1,1,0.9436,Month-to-month,Fiber optic,100.15
5693-PIPCS,Male,50,41,89685.0,HNI,0,1,0,0.2135,Two year,Fiber optic,99.65
0491-KAPQG,Male,39,21,66330.0,Affluent,1,0,0,0.4856,Month-to-month,Fiber optic,73.7
1925-LFCZZ,Male,68,55,45045.0,Affluent,0,1,0,0.1125,One year,DSL,50.05
8039-EQPIM,Male,65,69,54225.0,Affluent,0,1,0,0.0871,Two year,DSL,60.25
6900-PXRMS,Male,68,26,95175.0,HNI,1,0,1,0.9123,Month-to-month,Fiber optic,105.75
8707-RMEZH,Female,68,69,78570.0,HNI,0,1,0,0.1212,One year,Fiber optic,87.3
3346-BRMIS,Female,68,18,43515.0,Mass,1,0,1,0.8618,Month-to-month,DSL,48.35
3209-ZPKFI,Male,53,47,48825.0,Affluent,1,0,0,0.3898,Month-to-month,DSL,54.25
6479-VDGRK,Female,65,72,76770.0,HNI,0,1,0,0.1105,Two year,DSL,85.3
9373-WSLOY,Male,68,33,45000.0,Affluent,1,0,0,0.4227,Month-to-month,DSL,50.0
2933-FILNV,Female,29,2,21960.0,Mass,1,0,1,0.8753,Month-to-month,DSL,24.4
3569-JFODW,Female,65,72,81855.0,HNI,0,1,0,0.1176,Two year,DSL,90.95
9819-FBNSV,Male,68,37,65025.0,Affluent,1,1,0,0.4399,Month-to-month,Fiber optic,72.25
9544-PYPSJ,Female,68,62,86490.0,HNI,1,1,0,0.4015,Month-to-month,Fiber optic,96.1
1591-XWLGB,Female,65,71,17865.0,Mass,0,1,0,0.0306,Two year,No,19.85
0396-UKGAI,Male,40,23,49770.0,Affluent,1,1,0,0.4568,Month-to-month,DSL,55.3
3243-ZHOHY,Female,36,16,18090.0,Mass,0,0,0,0.1816,One year,No,20.1
5186-EJEGL,Male,32,9,62550.0,Affluent,1,0,0,0.5131,Month-to-month,DSL,69.5
7527-QNRUS,Male,37,17,22635.0,Mass,0,0,0,0.1852,Two year,No,25.15
9986-BONCE,Female,30,4,18855.0,Mass,1,1,1,0.8655,Month-to-month,No,20.95
2722-JMONI,Female,68,1,44595.0,Mass,1,0,1,0.9098,Month-to-month,DSL,49.55
2203-GHNWN,Female,41,24,71685.0,Affluent,1,0,0,0.4849,Month-to-month,Fiber optic,79.65
3878-AVSOQ,Female,68,1,64125.0,Affluent,1,0,0,0.5373,Month-to-month,Fiber optic,71.25
3258-SYSWS,Male,68,72,102420.0,HNI,0,1,0,0.1465,Two year,Fiber optic,113.8
5296-PSYVW,Female,65,72,22095.0,Mass,0,0,0,0.0338,Two year,No,24.55
6319-QSUSR,Female,34,11,17730.0,Mass,1,1,0,0.4447,Month-to-month,No,19.7
4083-EUGRJ,Male,32,9,18225.0,Mass,1,0,1,0.8509,Month-to-month,No,20.25
7579-OOPEC,Female,68,2,45135.0,Affluent,1,1,1,0.9079,Month-to-month,DSL,50.15
0512-FLFDW,Female,68,60,90450.0,HNI,0,1,0,0.1626,One year,Fiber optic,100.5
1771-OADNZ,Male,68,29,86310.0,HNI,1,0,1,0.8917,Month-to-month,Fiber optic,95.9
0487-CRLZF,Female,54,49,67005.0,Affluent,0,1,0,0.1598,Two year,DSL,74.45
2107-FBPTK,Female,68,30,93690.0,HNI,1,0,0,0.4993,Month-to-month,Fiber optic,104.1
9451-WLYRI,Female,57,53,17145.0,Mass,0,1,0,0.0789,One year,No,19.05
8219-VYBVI,Male,49,39,22500.0,Mass,0,0,0,0.1247,Two year,No,25.0
1991-VOPLL,Female,32,9,17145.0,Mass,1,0,0,0.4494,Month-to-month,No,19.05
9738-QLWTP,Male,49,39,73710.0,HNI,0,0,0,0.1966,One year,Fiber optic,81.9
1016-DJTSV,Male,68,8,62730.0,Affluent,1,0,0,0.5161,Month-to-month,Fiber optic,69.7
9419-IPPBE,Female,56,51,81135.0,HNI,0,0,0,0.1741,One year,Fiber optic,90.15
0174-QRVVY,Male,65,71,22815.0,Mass,0,1,0,0.0375,Two year,No,25.35
5699-BNCAS,Male,68,71,22185.0,Mass,0,0,0,0.0366,Two year,No,24.65
2900-PHPLN,Female,68,70,17595.0,Mass,0,1,0,0.0329,Two year,No,19.55
0612-RTZZA,Female,68,1,22725.0,Mass,1,0,1,0.8792,Month-to-month,DSL,25.25
8106-GWQOK,Male,48,38,54000.0,Affluent,0,1,0,0.1717,Two year,DSL,60.0
8751-EDEKA,Female,43,28,80910.0,HNI,1,1,0,0.4868,Month-to-month,Fiber optic,89.9
6878-GGDWG,Female,45,32,17460.0,Mass,1,1,0,0.3868,Month-to-month,No,19.4
4039-PIMHX,Male,68,49,44820.0,Mass,0,0,0,0.1287,Two year,DSL,49.8
8450-LUGUK,Female,48,37,21690.0,Mass,0,1,0,0.1291,Two year,No,24.1
3604-WLABM,Female,33,10,48825.0,Affluent,1,0,0,0.4911,Month-to-month,DSL,54.25
0795-GMVQO,Male,64,67,98910.0,HNI,0,1,0,0.1553,One year,Fiber optic,109.9
2259-OUUSZ,Male,31,7,31950.0,Mass,0,1,0,0.2257,One year,DSL,35.5
1142-IHLOO,Female,56,51,78795.0,HNI,0,1,0,0.1709,One year,Fiber optic,87.55
6410-LEFEN,Female,32,9,40635.0,Mass,1,0,1,0.8824,Month-to-month,DSL,45.15
4633-MKHYU,Female,32,9,79560.0,HNI,1,0,0,0.537,Month-to-month,Fiber optic,88.4
6257-RJOHI,Male,30,4,45720.0,Affluent,1,0,0,0.5032,Month-to-month,DSL,50.8
