loan_id,product,principal_inr,duration_months,credit_score,dti_ratio,age,default_flag,risk_score,purpose
GL-00753,Personal,75690.0,12,713,0.16,23,0,0.1842,others
GL-00754,Personal,519390.0,30,710,0.32,25,0,0.2196,domestic appliances
GL-00755,Personal,139950.0,12,643,0.39,55,1,0.808,education
GL-00756,Auto,115650.0,24,609,0.39,32,1,0.8458,car (new)
GL-00757,Auto,116910.0,6,755,0.08,74,0,0.1216,car (new)
GL-00758,Personal,114390.0,15,625,0.31,39,1,0.812,domestic appliances
GL-00759,Auto,125370.0,24,738,0.16,31,0,0.1564,car (new)
GL-00760,Auto,62190.0,12,611,0.39,35,1,0.8436,car (new)
GL-00761,Auto,454050.0,15,766,0.08,59,0,0.1093,car (new)
GL-00762,Personal,191160.0,18,604,0.39,24,1,0.8513,radio/television
GL-00763,Personal,199260.0,12,689,0.32,24,0,0.2429,domestic appliances
GL-00764,Auto,1141200.0,21,628,0.39,30,1,0.8247,car (new)
GL-00765,Auto,221670.0,24,711,0.32,27,0,0.2184,car (new)
GL-00766,Personal,103950.0,12,711,0.24,40,0,0.2024,domestic appliances
GL-00767,Personal,279720.0,30,633,0.23,31,1,0.7871,radio/television
GL-00768,Auto,261090.0,10,750,0.08,31,0,0.1271,car (used)
GL-00769,Personal,325530.0,12,728,0.08,28,0,0.1516,radio/television
GL-00770,Personal,148950.0,12,757,0.16,63,0,0.1353,domestic appliances
GL-00771,Auto,253080.0,24,715,0.16,26,0,0.182,car (used)
GL-00772,Personal,725850.0,36,617,0.31,25,1,0.8209,retraining
GL-00773,Auto,294750.0,21,753,0.08,36,0,0.1238,car (used)
GL-00774,Personal,200070.0,24,726,0.32,52,0,0.2018,domestic appliances
GL-00775,Auto,133200.0,12,739,0.16,66,0,0.1553,car (new)
GL-00776,Auto,123390.0,24,605,0.39,25,1,0.8502,car (new)
GL-00777,Auto,318150.0,36,717,0.32,37,0,0.2118,car (new)
GL-00778,Personal,315810.0,18,690,0.32,25,0,0.2418,domestic appliances
GL-00779,Auto,513990.0,36,718,0.32,38,0,0.2107,car (used)
GL-00780,Personal,348480.0,18,739,0.16,67,0,0.1553,education
GL-00781,Home,443970.0,39,629,0.23,25,1,0.7916,domestic appliances
GL-00782,Auto,174600.0,24,731,0.32,60,0,0.1962,car (new)
GL-00783,Business,126900.0,12,718,0.16,31,0,0.1787,business
GL-00784,Auto,75240.0,12,604,0.39,23,1,0.8513,car (new)
GL-00785,Home,582120.0,20,747,0.08,60,0,0.1304,car (used)
GL-00786,Personal,174690.0,18,696,0.32,35,0,0.2351,others
GL-00787,Personal,240750.0,22,731,0.24,40,0,0.1802,domestic appliances
GL-00788,Auto,247590.0,48,718,0.32,38,0,0.2107,car (used)
GL-00789,Personal,560160.0,48,620,0.39,50,1,0.8336,retraining
GL-00790,Personal,539820.0,40,606,0.39,27,1,0.8491,retraining
GL-00791,Personal,106920.0,21,637,0.23,39,1,0.7827,others
GL-00792,Auto,568170.0,24,732,0.24,41,0,0.1791,car (used)
GL-00793,Personal,109890.0,6,747,0.08,27,0,0.1304,radio/television
GL-00794,Personal,260280.0,24,718,0.24,51,0,0.1947,radio/television
GL-00795,Personal,275580.0,24,714,0.32,32,0,0.2151,radio/television
GL-00796,Personal,207090.0,9,732,0.16,22,0,0.1631,radio/television
GL-00797,Auto,675990.0,18,657,0.15,51,1,0.7444,car (used)
GL-00798,Personal,113220.0,12,732,0.16,22,0,0.1631,radio/television
GL-00799,Auto,64530.0,24,727,0.32,54,0,0.2007,car (new)
GL-00800,Auto,139410.0,9,696,0.32,35,0,0.2351,car (new)
GL-00801,Personal,143730.0,24,727,0.32,54,0,0.2007,retraining
GL-00802,Personal,161550.0,18,716,0.24,48,0,0.1969,domestic appliances
GL-00803,Personal,384480.0,20,725,0.08,24,0,0.1549,radio/television
GL-00804,Personal,87840.0,12,716,0.32,35,0,0.2129,domestic appliances
GL-00805,Home,672480.0,12,725,0.08,24,0,0.1549,car (new)
GL-00806,Auto,834390.0,36,628,0.23,24,1,0.7927,car (new)
GL-00807,Personal,53100.0,6,703,0.24,26,0,0.2113,domestic appliances
GL-00808,Personal,83700.0,12,734,0.32,65,0,0.1929,domestic appliances
GL-00809,Auto,835470.0,42,744,0.08,55,0,0.1338,car (used)
GL-00810,Auto,160020.0,15,630,0.23,26,1,0.7904,car (new)
GL-00811,Personal,81630.0,8,703,0.24,26,0,0.2113,others
GL-00812,Personal,43560.0,6,704,0.24,28,0,0.2102,domestic appliances
GL-00813,Auto,866610.0,36,604,0.39,24,1,0.8513,car (used)
GL-00814,Personal,274590.0,48,634,0.31,54,1,0.802,repairs
GL-00815,Auto,353790.0,48,618,0.39,46,1,0.8358,car (new)
GL-00816,Auto,668880.0,36,731,0.16,54,0,0.1642,car (new)
GL-00817,Personal,120420.0,6,768,0.08,62,0,0.1071,repairs
GL-00818,Personal,139860.0,6,745,0.08,24,0,0.1327,domestic appliances
GL-00819,Personal,1427130.0,36,725,0.16,43,0,0.1709,furniture/equipment
GL-00820,Personal,121050.0,18,606,0.39,26,1,0.8491,domestic appliances
GL-00821,Auto,99090.0,12,723,0.24,27,0,0.1891,car (new)
GL-00822,Personal,271440.0,12,701,0.24,24,0,0.2136,domestic appliances
GL-00823,Personal,244080.0,36,639,0.23,41,1,0.7804,radio/television
GL-00824,Auto,65790.0,8,703,0.32,47,0,0.2273,car (new)
GL-00825,Personal,340200.0,18,728,0.24,35,0,0.1836,radio/television
GL-00826,Auto,144180.0,21,693,0.32,30,0,0.2384,car (new)
GL-00827,Auto,356940.0,18,646,0.15,33,1,0.7567,car (new)
GL-00828,Personal,374850.0,18,656,0.23,36,1,0.7616,others
GL-00829,Auto,750150.0,36,630,0.31,47,1,0.8064,car (used)
GL-00830,Personal,601290.0,48,698,0.32,38,0,0.2329,others
GL-00831,Personal,213750.0,24,721,0.32,44,0,0.2073,others
GL-00832,Auto,109440.0,18,604,0.39,23,1,0.8513,car (new)
GL-00833,Personal,1063440.0,45,631,0.23,29,1,0.7893,others
GL-00834,Personal,457560.0,24,724,0.16,42,0,0.172,domestic appliances
GL-00835,Personal,209430.0,15,629,0.23,25,1,0.7916,domestic appliances
GL-00836,Auto,97380.0,12,619,0.39,48,1,0.8347,car (new)
GL-00837,Personal,79740.0,12,708,0.32,21,0,0.2218,domestic appliances
GL-00838,Personal,54090.0,4,745,0.08,23,0,0.1327,radio/television
GL-00839,Auto,266130.0,24,713,0.32,63,0,0.2162,car (used)
GL-00840,Personal,234990.0,24,723,0.32,46,0,0.2051,domestic appliances
GL-00841,Personal,466110.0,36,607,0.39,29,1,0.848,radio/television
GL-00842,Auto,269370.0,21,724,0.24,28,0,0.188,car (used)
GL-00843,Personal,174870.0,18,624,0.39,23,1,0.8291,education
GL-00844,Personal,140310.0,24,725,0.32,50,0,0.2029,others
GL-00845,Personal,307980.0,18,723,0.32,47,0,0.2051,radio/television
GL-00846,Personal,357840.0,21,720,0.16,35,0,0.1764,radio/television
GL-00847,Auto,608490.0,18,675,0.23,68,1,0.7404,car (new)
GL-00848,Auto,112410.0,24,712,0.32,28,0,0.2173,car (new)
GL-00849,Personal,122760.0,9,722,0.24,59,0,0.1902,domestic appliances
GL-00850,Personal,63810.0,12,624,0.39,57,1,0.8291,domestic appliances
GL-00851,Auto,201150.0,20,610,0.39,33,1,0.8447,car (new)
GL-00852,Auto,363780.0,24,733,0.24,43,0,0.178,car (used)
GL-00853,Personal,132390.0,15,716,0.32,35,0,0.2129,domestic appliances
GL-00854,Auto,129780.0,18,609,0.39,32,1,0.8458,car (new)
GL-00855,Auto,978750.0,36,746,0.16,45,0,0.1476,car (new)
GL-00856,Auto,132660.0,24,715,0.32,33,0,0.214,car (new)
GL-00857,Business,80460.0,10,719,0.32,40,0,0.2096,business
GL-00858,Personal,300870.0,15,712,0.32,28,0,0.2173,radio/television
GL-00859,Auto,356310.0,15,619,0.31,29,1,0.8187,car (new)
GL-00860,Auto,321930.0,9,747,0.08,26,0,0.1304,car (new)
GL-00861,Home,522360.0,24,711,0.32,27,0,0.2184,car (used)
GL-00862,Personal,195210.0,18,627,0.39,28,1,0.8258,others
GL-00863,Personal,219510.0,24,611,0.39,35,1,0.8436,domestic appliances
GL-00864,Home,407340.0,27,714,0.32,32,0,0.2151,radio/television
GL-00865,Personal,198900.0,10,649,0.23,25,1,0.7693,radio/television
GL-00866,Personal,199890.0,15,731,0.16,20,0,0.1642,radio/television
GL-00867,Personal,215010.0,18,691,0.32,27,0,0.2407,domestic appliances
GL-00868,Personal,299790.0,12,744,0.16,42,0,0.1498,radio/television
GL-00869,Personal,666810.0,36,729,0.24,37,0,0.1824,others
GL-00870,Personal,58680.0,12,689,0.32,24,0,0.2429,radio/television
GL-00871,Personal,691020.0,36,743,0.16,40,0,0.1509,radio/television
GL-00872,Auto,120870.0,6,739,0.08,46,0,0.1393,car (new)
GL-00873,Personal,124380.0,24,691,0.32,26,0,0.2407,others
GL-00874,Personal,78660.0,15,709,0.32,24,0,0.2207,repairs
GL-00875,Personal,323100.0,12,716,0.16,29,0,0.1809,radio/television
GL-00876,Auto,118980.0,11,699,0.32,40,0,0.2318,car (new)
GL-00877,Personal,174600.0,18,709,0.24,36,0,0.2047,domestic appliances
GL-00878,Personal,323550.0,36,712,0.32,28,0,0.2173,domestic appliances
GL-00879,Auto,127980.0,9,618,0.31,27,1,0.8198,car (new)
GL-00880,Personal,606780.0,30,741,0.16,36,0,0.1531,domestic appliances
GL-00881,Auto,703260.0,24,730,0.24,38,0,0.1813,car (used)
GL-00882,Auto,834930.0,24,748,0.16,48,0,0.1453,car (used)
GL-00883,Auto,196290.0,30,697,0.32,36,0,0.234,car (new)
GL-00884,Personal,98820.0,18,734,0.32,65,0,0.1929,domestic appliances
GL-00885,Personal,365130.0,24,628,0.31,43,1,0.8087,radio/television
GL-00886,Personal,71550.0,12,622,0.39,53,1,0.8313,retraining
GL-00887,Personal,254250.0,24,695,0.32,34,0,0.2362,others
GL-00888,Personal,1410480.0,48,628,0.23,23,1,0.7927,others
GL-00889,Auto,595260.0,36,715,0.32,34,0,0.214,car (new)
GL-00890,Home,704160.0,28,731,0.24,40,0,0.1802,car (used)
GL-00891,Personal,219780.0,27,701,0.32,43,0,0.2296,others
GL-00892,Personal,164610.0,15,723,0.32,46,0,0.2051,domestic appliances
GL-00893,Auto,195390.0,12,698,0.32,38,0,0.2329,car (new)
GL-00894,Auto,522000.0,36,707,0.24,34,0,0.2069,car (used)
GL-00895,Personal,105210.0,18,712,0.32,29,0,0.2173,domestic appliances
GL-00896,Auto,805230.0,36,726,0.24,31,0,0.1858,car (used)
GL-00897,Personal,234540.0,21,692,0.32,28,0,0.2396,domestic appliances
GL-00898,Personal,143280.0,12,728,0.24,35,0,0.1836,radio/television
GL-00899,Personal,196740.0,15,751,0.08,33,0,0.126,radio/television
GL-00900,Personal,373770.0,18,639,0.23,42,1,0.7804,radio/television
GL-00901,Auto,236250.0,16,640,0.23,43,1,0.7793,car (new)
GL-00902,Auto,313650.0,20,745,0.16,44,0,0.1487,car (new)
GL-00903,Auto,942930.0,36,744,0.16,42,0,0.1498,car (used)
GL-00904,Personal,124740.0,15,719,0.32,40,0,0.2096,domestic appliances
GL-00905,Personal,115020.0,24,717,0.32,36,0,0.2118,domestic appliances
GL-00906,Personal,99630.0,12,711,0.16,20,0,0.1864,domestic appliances
GL-00907,Auto,338670.0,21,713,0.16,24,0,0.1842,car (new)
GL-00908,Personal,333990.0,36,715,0.16,27,0,0.182,retraining
GL-00909,Auto,323460.0,15,759,0.08,46,0,0.1171,car (used)
GL-00910,Auto,287550.0,9,731,0.08,33,0,0.1482,car (new)
GL-00911,Home,400860.0,36,715,0.32,34,0,0.214,domestic appliances
GL-00912,Personal,426240.0,24,629,0.23,25,1,0.7916,radio/television
GL-00913,Personal,269190.0,30,714,0.16,25,0,0.1831,domestic appliances
GL-00914,Personal,192780.0,11,748,0.08,28,0,0.1293,others
GL-00915,Personal,284490.0,24,609,0.39,31,1,0.8458,others
GL-00916,Personal,1658160.0,48,645,0.15,32,1,0.7578,furniture/equipment
GL-00917,Auto,256320.0,10,750,0.08,32,0,0.1271,car (used)
GL-00918,Auto,1340640.0,6,667,0.15,68,1,0.7333,car (new)
GL-00919,Personal,212310.0,24,646,0.15,33,1,0.7567,radio/television
GL-00920,Personal,301050.0,24,613,0.39,39,1,0.8413,radio/television
GL-00921,Personal,163530.0,18,712,0.32,28,0,0.2173,radio/television
GL-00922,Personal,1147410.0,48,717,0.32,37,0,0.2118,domestic appliances
GL-00923,Personal,122940.0,9,615,0.31,22,1,0.8231,domestic appliances
GL-00924,Auto,180180.0,12,705,0.24,30,0,0.2091,car (new)
GL-00925,Personal,618480.0,24,647,0.23,55,1,0.7716,radio/television
GL-00926,Auto,62730.0,12,618,0.39,46,1,0.8358,car (new)
GL-00927,Personal,94410.0,18,688,0.32,21,0,0.244,radio/television
GL-00928,Auto,926730.0,48,613,0.39,39,1,0.8413,car (used)
GL-00929,Personal,168030.0,30,730,0.32,58,0,0.1973,domestic appliances
GL-00930,Auto,120960.0,12,701,0.32,43,0,0.2296,car (new)
GL-00931,Personal,157230.0,24,689,0.32,24,0,0.2429,radio/television
GL-00932,Personal,150300.0,9,603,0.39,22,1,0.8524,domestic appliances
GL-00933,Auto,110160.0,9,725,0.24,30,0,0.1869,car (new)
GL-00934,Personal,46980.0,12,720,0.32,42,0,0.2084,domestic appliances
GL-00935,Personal,134820.0,12,689,0.32,23,0,0.2429,domestic appliances
GL-00936,Personal,172710.0,30,608,0.39,30,1,0.8469,domestic appliances
GL-00937,Personal,67050.0,9,619,0.31,28,1,0.8187,domestic appliances
GL-00938,Personal,185670.0,6,693,0.32,30,0,0.2384,domestic appliances
GL-00939,Personal,565920.0,60,615,0.39,42,1,0.8391,retraining
GL-00940,Auto,615780.0,24,747,0.16,46,0,0.1464,car (used)
GL-00941,Auto,317430.0,12,746,0.16,45,0,0.1476,car (new)
GL-00942,Auto,139140.0,10,726,0.24,31,0,0.1858,car (new)
GL-00943,Personal,83610.0,24,714,0.32,31,0,0.2151,radio/television
GL-00944,Auto,130950.0,4,744,0.16,42,0,0.1498,car (new)
GL-00945,Personal,166050.0,15,703,0.32,46,0,0.2273,radio/television
GL-00946,Auto,752220.0,48,729,0.08,30,0,0.1504,car (new)
GL-00947,Personal,301410.0,24,608,0.39,30,1,0.8469,radio/television
GL-00948,Auto,257310.0,12,718,0.32,38,0,0.2107,car (new)
GL-00949,Personal,137970.0,18,636,0.39,43,1,0.8158,radio/television
GL-00950,Personal,325890.0,24,653,0.23,31,1,0.7649,domestic appliances
GL-00951,Personal,323100.0,18,711,0.24,40,0,0.2024,others
GL-00952,Personal,193050.0,36,628,0.23,24,1,0.7927,others
GL-00953,Auto,370170.0,24,619,0.31,28,1,0.8187,car (used)
GL-00954,Personal,987660.0,36,626,0.39,26,1,0.8269,radio/television
GL-00955,Auto,170370.0,12,692,0.32,29,0,0.2396,car (new)
GL-00956,Personal,110790.0,24,709,0.32,57,0,0.2207,domestic appliances
GL-00957,Personal,329040.0,30,704,0.32,49,0,0.2262,domestic appliances
GL-00958,Personal,103860.0,9,721,0.16,37,0,0.1753,domestic appliances
GL-00959,Auto,360540.0,28,629,0.31,45,1,0.8076,car (new)
GL-00960,Personal,276210.0,24,693,0.32,30,0,0.2384,radio/television
GL-00961,Personal,156600.0,6,737,0.16,30,0,0.1576,domestic appliances
GL-00962,Auto,211770.0,21,739,0.08,47,0,0.1393,car (new)
GL-00963,Auto,320040.0,15,724,0.24,29,0,0.188,car (new)
GL-00964,Personal,215730.0,24,643,0.31,35,1,0.792,domestic appliances
GL-00965,Personal,40860.0,6,700,0.24,22,0,0.2147,education
GL-00966,Personal,154350.0,30,691,0.32,26,0,0.2407,domestic appliances
GL-00967,Personal,226800.0,27,604,0.39,23,1,0.8513,domestic appliances
GL-00968,Personal,321120.0,15,727,0.32,54,0,0.2007,domestic appliances
GL-00969,Personal,644940.0,42,736,0.16,29,0,0.1587,domestic appliances
GL-00970,Auto,354510.0,11,735,0.08,40,0,0.1438,car (new)
GL-00971,Personal,136260.0,15,688,0.32,22,0,0.244,education
GL-00972,Auto,665370.0,24,757,0.08,43,0,0.1193,car (new)
GL-00973,Auto,107370.0,24,643,0.15,29,1,0.76,car (new)
GL-00974,Personal,656730.0,60,612,0.39,36,1,0.8424,others
GL-00975,Personal,254790.0,30,715,0.32,33,0,0.214,domestic appliances
GL-00976,Personal,113220.0,24,721,0.24,57,0,0.1913,domestic appliances
GL-00977,Personal,67770.0,6,737,0.16,64,0,0.1576,domestic appliances
GL-00978,Personal,218430.0,18,700,0.32,42,0,0.2307,others
GL-00979,Auto,228420.0,24,638,0.39,47,1,0.8136,car (new)
GL-00980,Auto,113760.0,15,629,0.23,25,1,0.7916,car (new)
GL-00981,Personal,754740.0,30,643,0.23,49,1,0.776,radio/television
GL-00982,Personal,435960.0,48,642,0.31,33,1,0.7931,others
GL-00983,Auto,263070.0,21,728,0.08,28,0,0.1516,car (new)
GL-00984,Auto,740610.0,36,630,0.23,26,1,0.7904,car (used)
GL-00985,Personal,182520.0,24,737,0.16,30,0,0.1576,radio/television
GL-00986,Personal,128970.0,15,690,0.32,25,0,0.2418,radio/television
GL-00987,Personal,566010.0,42,719,0.16,33,0,0.1776,others
GL-00988,Personal,126810.0,13,757,0.16,64,0,0.1353,domestic appliances
GL-00989,Auto,592110.0,24,692,0.32,29,0,0.2396,car (used)
GL-00990,Personal,156870.0,24,704,0.32,48,0,0.2262,domestic appliances
GL-00991,Personal,320850.0,12,741,0.16,37,0,0.1531,retraining
GL-00992,Personal,141210.0,15,715,0.32,34,0,0.214,domestic appliances
GL-00993,Personal,174240.0,18,713,0.16,23,0,0.1842,domestic appliances
GL-00994,Personal,356310.0,36,693,0.32,30,0,0.2384,radio/television
GL-00995,Auto,215100.0,12,725,0.32,50,0,0.2029,car (new)
GL-00996,Personal,156240.0,12,726,0.24,31,0,0.1858,radio/television
GL-00997,Auto,347130.0,30,699,0.32,40,0,0.2318,car (used)
GL-00998,Personal,72360.0,12,718,0.32,38,0,0.2107,domestic appliances
GL-00999,Personal,166050.0,45,604,0.39,23,1,0.8513,domestic appliances
GL-01000,Auto,411840.0,45,703,0.24,27,0,0.2113,car (used)
