shipment_id,order_id,ship_date,route,category,otif,late_flag,gmv_inr,shipping_mode
SH-003197,57435,2017-04-20 09:41:00,LATAM · Central America,Cleats,0,1,19916.68,First Class
SH-017059,61955,2017-06-29 09:14:00,Europe · Western Europe,Cardio Equipment,0,1,8299.17,Standard Class
SH-016453,62056,2017-06-26 20:37:00,Europe · Western Europe,Cleats,1,0,14937.51,Standard Class
SH-008912,40464,2016-08-18 15:59:00,USCA · West of USA ,Cleats,0,1,24895.85,Second Class
SH-016865,31117,2016-04-02 05:19:00,Pacific Asia · Oceania,Men's Footwear,0,1,10789.17,Second Class
SH-016016,2531,2015-02-08 22:22:00,LATAM · Central America,Women's Apparel,1,0,8300.0,Second Class
SH-017103,66968,2017-09-08 13:31:00,Europe · Western Europe,Women's Apparel,0,1,20750.0,Second Class
SH-014691,22106,2015-11-21 16:21:00,Pacific Asia · Eastern Asia,Cardio Equipment,1,0,33196.68,Standard Class
SH-001862,37405,2016-07-06 00:17:00,Other,Fishing,0,1,33198.34,Standard Class
SH-014434,70795,2017-11-05 10:17:00,Europe · Western Europe,Computers,0,1,124500.0,Second Class
SH-009703,7959,2015-05-02 04:02:00,LATAM · Central America,Fishing,0,1,33198.34,Standard Class
SH-001366,37609,2016-07-07 23:45:00,USCA · East of USA,Fishing,0,1,33198.34,Standard Class
SH-007796,50068,2017-01-04 20:42:00,Other,Golf Apparel,1,0,3318.34,Standard Class
SH-003758,52485,2017-02-11 03:28:00,LATAM · Caribbean,Men's Footwear,0,1,10789.17,Standard Class
SH-016469,49236,2016-12-21 17:12:00,Other,Shop By Sport,1,0,13276.68,Standard Class
SH-018672,62580,2017-07-08 12:12:00,Europe · Northern Europe,Camping & Hiking,0,1,24898.34,Standard Class
SH-002719,17855,2015-09-24 15:03:00,Europe · Western Europe,Water Sports,0,1,16599.17,Standard Class
SH-019138,20421,2015-10-28 02:02:00,Pacific Asia · Southeast Asia,Girls' Apparel,1,0,2075.0,Second Class
SH-006095,7470,2015-04-26 00:43:00,LATAM · South America,Cleats,0,1,14937.51,Standard Class
SH-011190,34856,2016-05-24 07:15:00,USCA · West of USA ,Girls' Apparel,0,1,4980.0,Same Day
SH-021739,18979,2015-10-10 00:50:00,Europe · Northern Europe,Indoor/Outdoor Games,0,1,20741.7,Second Class
SH-014731,16203,2015-08-29 12:16:00,Europe · Western Europe,Women's Apparel,1,0,12450.0,Standard Class
SH-010827,36100,2016-06-16 23:05:00,USCA · East of USA,Women's Apparel,0,1,16600.0,Standard Class
SH-004527,24533,2015-12-29 02:39:00,Pacific Asia · South Asia,Fishing,1,0,33198.34,Standard Class
SH-007131,31215,2016-04-02 15:39:00,Pacific Asia · Oceania,Camping & Hiking,0,1,24898.34,First Class
SH-004633,74014,2017-12-21 10:03:00,Pacific Asia · Eastern Asia,Books ,0,1,2579.64,Standard Class
SH-012653,20101,2015-10-23 09:55:00,Europe · Western Europe,Men's Footwear,1,0,10789.17,Standard Class
SH-004890,50887,2017-01-15 19:37:00,Other,Trade-In,1,0,7300.68,Standard Class
SH-009886,20668,2015-10-31 16:34:00,Pacific Asia · South Asia,Women's Apparel,0,1,20750.0,First Class
SH-014001,54793,2017-03-14 20:04:00,LATAM · Central America,Women's Apparel,1,0,8300.0,Standard Class
SH-019868,33460,2016-05-09 10:10:00,Other,Water Sports,0,1,16599.17,Standard Class
SH-003884,5086,2015-03-18 05:30:00,LATAM · Central America,Water Sports,1,0,16599.17,Standard Class
SH-016727,64159,2017-07-30 13:24:00,Europe · Western Europe,Cardio Equipment,0,1,16598.34,Standard Class
SH-021651,38608,2016-07-21 13:45:00,Other,Cleats,1,0,9958.34,Standard Class
SH-016982,74570,2017-12-30 12:50:00,Pacific Asia · Eastern Asia,Computers,0,1,124500.0,Second Class
SH-001719,27946,2016-02-14 22:22:00,Pacific Asia · South Asia,Cardio Equipment,1,0,16598.34,Standard Class
SH-017401,15322,2015-08-15 15:37:00,Europe · Western Europe,Camping & Hiking,1,0,24898.34,Standard Class
SH-018683,42568,2016-09-17 09:06:00,Other,Fishing,1,0,33198.34,Standard Class
SH-020565,14660,2015-08-08 23:42:00,Europe · Southern Europe,Fishing,0,1,33198.34,Standard Class
SH-014886,27004,2016-02-04 04:21:00,Pacific Asia · South Asia,Men's Footwear,0,1,10789.17,Standard Class
SH-018453,27603,2016-02-11 22:12:00,Pacific Asia · Southeast Asia,Cleats,1,0,9958.34,Standard Class
SH-015018,68118,2017-09-25 08:25:00,Europe · Western Europe,Indoor/Outdoor Games,1,0,16593.36,Standard Class
SH-019560,13223,2015-07-17 00:15:00,Europe · Western Europe,Cleats,1,0,9958.34,Standard Class
SH-018309,48928,2016-12-19 05:18:00,Other,Men's Footwear,1,0,10789.17,Standard Class
SH-019087,14935,2015-08-09 00:02:00,Europe · Northern Europe,Men's Footwear,1,0,10789.17,First Class
SH-019869,45040,2016-10-25 11:10:00,Other,Fishing,0,1,33198.34,Standard Class
SH-018225,40854,2016-08-24 08:37:00,Other,Indoor/Outdoor Games,0,1,12445.02,Standard Class
SH-008441,49775,2016-12-29 14:02:00,Other,Camping & Hiking,0,1,24898.34,First Class
SH-013843,20149,2015-10-27 02:44:00,Europe · Western Europe,Men's Footwear,0,1,10789.17,Standard Class
SH-015367,22035,2015-11-24 15:29:00,Pacific Asia · South Asia,Water Sports,0,1,16599.17,Standard Class
SH-020902,30452,2016-03-22 12:20:00,Pacific Asia · Oceania,Camping & Hiking,0,1,24898.34,First Class
SH-012048,39528,2016-08-04 00:04:00,Other,Cleats,1,0,24895.85,Standard Class
SH-017676,65078,2017-08-09 23:22:00,Europe · Western Europe,Women's Apparel,0,1,16600.0,First Class
SH-017041,67325,2017-09-15 18:35:00,Europe · Western Europe,Water Sports,0,1,16599.17,Second Class
SH-004643,12183,2015-07-01 19:53:00,Europe · Western Europe,Indoor/Outdoor Games,1,0,12445.02,Standard Class
SH-005555,64604,2017-08-06 01:18:00,Europe · Southern Europe,Camping & Hiking,0,1,24898.34,Standard Class
SH-001160,52415,2017-02-10 02:57:00,LATAM · South America,Men's Footwear,0,1,10789.17,Standard Class
SH-006456,5200,2015-03-23 21:26:00,LATAM · Central America,Cleats,0,1,9958.34,Standard Class
SH-011553,26488,2016-01-26 15:34:00,Pacific Asia · Southeast Asia,Men's Footwear,1,0,10789.17,Standard Class
SH-008115,26016,2016-01-17 18:12:00,Pacific Asia · South Asia,Men's Footwear,1,0,10789.17,Second Class
SH-004477,16702,2015-09-04 19:06:00,Europe · Western Europe,Indoor/Outdoor Games,0,1,16593.36,Second Class
SH-021735,27256,2016-02-04 20:38:00,Pacific Asia · Eastern Asia,Women's Apparel,0,1,4150.0,First Class
SH-003747,53409,2017-02-19 03:12:00,LATAM · South America,Cleats,0,1,14937.51,Same Day
SH-021803,38,2015-01-05 12:57:00,LATAM · Caribbean,Shop By Sport,0,1,13276.68,Second Class
SH-021119,55315,2017-03-20 10:57:00,LATAM · Caribbean,Women's Apparel,0,1,12450.0,First Class
SH-007657,42107,2016-09-07 03:36:00,Other,Indoor/Outdoor Games,0,1,20741.7,Same Day
SH-003256,74042,2017-12-17 07:51:00,Pacific Asia · Eastern Asia,Books ,1,0,2579.64,Same Day
SH-006195,8319,2015-05-04 10:09:00,LATAM · South America,Women's Apparel,0,1,8300.0,First Class
SH-002039,6056,2015-04-01 09:20:00,LATAM · Central America,Women's Apparel,1,0,16600.0,Standard Class
SH-011422,22969,2015-12-07 06:42:00,Pacific Asia · Southeast Asia,Shop By Sport,0,1,3319.17,Standard Class
SH-012866,65667,2017-08-19 13:43:00,Europe · Western Europe,Cleats,1,0,19916.68,Standard Class
SH-010657,56812,2017-04-11 07:25:00,LATAM · South America,Cleats,1,0,9958.34,First Class
SH-021886,12207,2015-07-01 04:18:00,Europe · Northern Europe,Men's Footwear,1,0,10789.17,Standard Class
SH-010450,69297,2017-10-11 13:28:00,Europe · Northern Europe,CDs ,1,0,937.07,Standard Class
SH-005243,67681,2017-09-16 23:19:00,Europe · Southern Europe,Fishing,0,1,33198.34,First Class
SH-015067,48602,2016-12-13 11:05:00,Other,Women's Apparel,1,0,4150.0,Standard Class
SH-011823,47739,2016-12-02 20:44:00,Other,Cardio Equipment,0,1,24897.51,Standard Class
SH-015370,7617,2015-04-25 04:13:00,LATAM · Caribbean,Women's Apparel,1,0,20750.0,Standard Class
SH-011023,31630,2016-04-12 17:02:00,USCA · East of USA,Cardio Equipment,0,1,16598.34,Standard Class
SH-006375,40872,2016-08-21 14:55:00,Other,Water Sports,0,1,16599.17,First Class
SH-020165,12278,2015-07-03 05:10:00,Europe · Northern Europe,Indoor/Outdoor Games,1,0,8296.68,Standard Class
SH-021262,6335,2015-04-09 11:04:00,LATAM · Central America,Cleats,0,1,24895.85,Standard Class
SH-007575,63127,2017-07-13 11:50:00,Europe · Northern Europe,Cardio Equipment,0,1,24897.51,Second Class
SH-008465,27038,2016-02-03 16:15:00,Pacific Asia · South Asia,Indoor/Outdoor Games,0,1,16593.36,Second Class
SH-020083,28444,2016-02-25 04:50:00,Pacific Asia · South Asia,Fishing,0,1,33198.34,Standard Class
SH-019402,52998,2017-02-14 15:12:00,LATAM · Central America,Fishing,0,1,33198.34,First Class
SH-006335,73145,2017-12-05 17:36:00,Pacific Asia · Oceania,Sporting Goods,0,1,27203.25,First Class
SH-017669,529,2015-01-13 16:58:00,LATAM · Caribbean,Cleats,0,1,14937.51,Standard Class
SH-002824,66080,2017-08-28 14:25:00,Europe · Western Europe,Indoor/Outdoor Games,0,1,8296.68,Standard Class
SH-020691,40394,2016-08-13 03:28:00,Other,Golf Gloves,0,1,829.17,Same Day
SH-000234,53975,2017-03-04 21:29:00,LATAM · Central America,Camping & Hiking,0,1,24898.34,Standard Class
SH-019211,12520,2015-07-04 17:57:00,Europe · Western Europe,Cleats,0,1,4979.17,First Class
SH-012247,19303,2015-10-13 18:21:00,Europe · Northern Europe,Camping & Hiking,1,0,24898.34,Standard Class
SH-012921,52315,2017-02-08 15:55:00,LATAM · Central America,Cardio Equipment,0,1,41495.85,Standard Class
SH-016038,25917,2016-01-17 07:31:00,Pacific Asia · South Asia,Camping & Hiking,1,0,24898.34,Standard Class
SH-000622,21366,2015-11-10 21:06:00,Pacific Asia · Oceania,Cardio Equipment,0,1,41495.85,First Class
SH-010237,21435,2015-11-15 21:17:00,Pacific Asia · Southeast Asia,Cleats,0,1,14937.51,Standard Class
SH-016138,63897,2017-07-24 17:36:00,Europe · Western Europe,Women's Apparel,0,1,8300.0,Second Class
SH-016920,12851,2015-07-09 13:55:00,Europe · Western Europe,Fishing,1,0,33198.34,Second Class
SH-006101,20398,2015-10-29 17:58:00,Pacific Asia · Eastern Asia,Men's Footwear,0,1,10789.17,Second Class
SH-016114,43473,2016-09-30 14:10:00,Europe · Southern Europe,Golf Balls,1,0,7465.85,Standard Class
SH-011845,42460,2016-09-17 19:16:00,Other,Cardio Equipment,0,1,33196.68,Standard Class
SH-008858,47286,2016-11-23 06:02:00,Other,Water Sports,1,0,16599.17,Standard Class
SH-011091,25724,2016-01-16 11:54:00,Pacific Asia · South Asia,Women's Apparel,0,1,4150.0,Standard Class
SH-018791,28985,2016-03-05 02:23:00,Pacific Asia · Eastern Asia,Indoor/Outdoor Games,0,1,20741.7,Standard Class
SH-020099,53490,2017-02-20 07:34:00,LATAM · Central America,Cardio Equipment,0,1,24897.51,Same Day
SH-012620,77191,2018-02-02 19:05:00,Pacific Asia · Oceania,Women's Clothing,1,0,17913.06,Standard Class
SH-014077,62150,2017-06-28 05:33:00,Europe · Western Europe,Cardio Equipment,0,1,33196.68,First Class
SH-020811,24764,2016-01-02 11:34:00,Pacific Asia · Eastern Asia,Men's Footwear,0,1,10789.17,Standard Class
SH-012559,32761,2016-04-25 05:17:00,USCA · East of USA,Cleats,1,0,24895.85,Second Class
SH-005478,30815,2016-03-31 19:31:00,Pacific Asia · Oceania,Shop By Sport,0,1,3319.17,Standard Class
SH-013685,19621,2015-10-16 09:45:00,Europe · Western Europe,Cardio Equipment,1,0,41495.85,Standard Class
SH-011839,31278,2016-04-05 13:43:00,Pacific Asia · Oceania,Fishing,0,1,33198.34,Second Class
SH-009791,45180,2016-10-27 12:12:00,Other,Indoor/Outdoor Games,0,1,12445.02,Standard Class
SH-019640,27125,2016-02-06 22:44:00,Pacific Asia · Eastern Asia,Women's Apparel,0,1,16600.0,Second Class
SH-005924,75472,2018-01-08 16:51:00,Pacific Asia · Southeast Asia,Music,0,1,21633.95,First Class
SH-006332,22515,2015-11-27 15:39:00,Pacific Asia · Oceania,Electronics,0,1,5310.34,First Class
SH-010151,21889,2015-11-21 12:20:00,Pacific Asia · Southeast Asia,Indoor/Outdoor Games,0,1,12445.02,Second Class
SH-012959,45336,2016-10-25 18:52:00,Other,Camping & Hiking,0,1,24898.34,First Class
SH-001136,52622,2017-02-09 03:28:00,LATAM · Central America,Men's Footwear,1,0,10789.17,First Class
SH-012962,37286,2016-06-30 06:35:00,Other,Women's Apparel,0,1,20750.0,First Class
SH-010278,17523,2015-09-17 18:44:00,Europe · Western Europe,Camping & Hiking,1,0,24898.34,Standard Class
SH-018940,23751,2015-12-15 16:40:00,Pacific Asia · Oceania,Water Sports,1,0,16599.17,Standard Class
SH-020116,13891,2015-07-24 18:17:00,Europe · Northern Europe,Girls' Apparel,1,0,10375.0,Standard Class
SH-018612,25231,2016-01-06 07:11:00,Pacific Asia · South Asia,Water Sports,1,0,16599.17,Standard Class
SH-013443,26683,2016-01-29 11:53:00,Pacific Asia · South Asia,Indoor/Outdoor Games,1,0,4148.34,Standard Class
SH-020340,24423,2015-12-25 12:06:00,Pacific Asia · Oceania,Cleats,0,1,19916.68,First Class
SH-018541,51889,2017-02-01 10:40:00,LATAM · Caribbean,Indoor/Outdoor Games,0,1,16593.36,Standard Class
SH-020992,18906,2015-10-05 23:15:00,Europe · Southern Europe,Men's Footwear,1,0,10789.17,Standard Class
SH-005694,11971,2015-06-26 17:37:00,Europe · Western Europe,Accessories,1,0,2074.17,Standard Class
SH-009993,21597,2015-11-15 06:02:00,Pacific Asia · Oceania,Women's Apparel,0,1,4150.0,Second Class
SH-006535,31483,2016-04-08 13:32:00,USCA · West of USA ,Indoor/Outdoor Games,1,0,8296.68,Standard Class
SH-017742,30695,2016-03-30 01:28:00,Pacific Asia · Oceania,Women's Apparel,0,1,8300.0,Standard Class
SH-010247,46623,2016-11-15 13:45:00,Other,Hockey,1,0,3652.0,Standard Class
SH-006247,40612,2016-08-18 19:50:00,USCA · East of USA,Cardio Equipment,1,0,8299.17,Standard Class
SH-021388,20060,2015-10-26 19:33:00,Europe · Southern Europe,Women's Apparel,0,1,4150.0,Standard Class
SH-012679,47094,2016-11-23 10:46:00,Other,Accessories,0,1,10370.85,Standard Class
SH-009107,7955,2015-05-03 02:38:00,LATAM · Central America,Camping & Hiking,0,1,24898.34,Standard Class
SH-012500,25152,2016-01-06 03:30:00,Pacific Asia · Southeast Asia,Cardio Equipment,1,0,8299.17,Standard Class
SH-019787,39100,2016-07-30 18:07:00,Other,Cardio Equipment,0,1,16598.34,Standard Class
SH-002800,266,2015-01-06 20:50:00,LATAM · Central America,Water Sports,0,1,16599.17,First Class
SH-010289,28779,2016-02-27 02:12:00,Pacific Asia · South Asia,Men's Footwear,0,1,10789.17,First Class
SH-003252,50991,2017-01-16 08:04:00,Other,Women's Apparel,1,0,16600.0,Standard Class
SH-020669,13167,2015-07-14 04:38:00,Europe · Western Europe,Water Sports,0,1,16599.17,First Class
SH-018554,40014,2016-08-12 02:20:00,Other,Cleats,0,1,19916.68,Second Class
SH-007783,69596,2017-10-14 22:13:00,Europe · Southern Europe,Cameras ,1,0,37519.32,Standard Class
SH-000107,13847,2015-07-24 02:52:00,Europe · Western Europe,Men's Footwear,0,1,10789.17,First Class
SH-001067,49240,2016-12-25 18:36:00,Other,Men's Footwear,0,1,10789.17,Standard Class
SH-009199,23211,2015-12-07 19:29:00,Pacific Asia · Southeast Asia,Cardio Equipment,1,0,8299.17,Standard Class
SH-021329,44272,2016-10-11 06:06:00,Other,Cleats,1,0,9958.34,Standard Class
SH-008183,50422,2017-01-09 00:43:00,Other,Cardio Equipment,1,0,16598.34,Standard Class
SH-021001,12091,2015-06-28 11:39:00,Europe · Western Europe,Water Sports,1,0,16599.17,Second Class
SH-016203,18452,2015-09-30 08:12:00,Europe · Western Europe,Camping & Hiking,0,1,24898.34,Second Class
SH-000355,47644,2016-12-01 11:27:00,Other,Indoor/Outdoor Games,0,1,8296.68,Standard Class
SH-009025,59167,2017-05-16 16:29:00,LATAM · Central America,Indoor/Outdoor Games,1,0,8296.68,Standard Class
SH-006972,57864,2017-04-29 15:59:00,LATAM · Central America,Cleats,0,1,14937.51,Standard Class
SH-010699,9573,2015-05-22 17:29:00,LATAM · Caribbean,Cleats,0,1,19916.68,First Class
SH-014020,49949,2017-01-04 03:00:00,Other,Golf Gloves,0,1,8296.68,Standard Class
SH-012702,3241,2015-02-19 07:06:00,LATAM · Central America,Camping & Hiking,1,0,24898.34,Standard Class
SH-020427,4468,2015-03-11 04:59:00,LATAM · Caribbean,Fishing,1,0,33198.34,Standard Class
SH-016122,10460,2015-06-04 16:15:00,Europe · Western Europe,Women's Apparel,0,1,16600.0,First Class
SH-004642,73672,2017-12-14 10:13:00,Pacific Asia · Southeast Asia,Video Games,1,0,3299.25,Standard Class
SH-017386,19500,2015-10-18 15:22:00,Europe · Western Europe,Women's Apparel,0,1,8300.0,Standard Class
SH-009625,505,2015-01-14 08:34:00,LATAM · Central America,Indoor/Outdoor Games,0,1,16593.36,Standard Class
SH-011479,29572,2016-03-08 04:02:00,Pacific Asia · Southeast Asia,Cleats,0,1,14937.51,Same Day
SH-016675,50924,2017-01-18 08:35:00,Other,Fishing,0,1,33198.34,Standard Class
SH-012779,61954,2017-06-28 08:53:00,Europe · Western Europe,Cleats,0,1,9958.34,Standard Class
SH-019187,10288,2015-06-04 03:59:00,LATAM · South America,Indoor/Outdoor Games,1,0,8296.68,Standard Class
SH-005199,50127,2017-01-03 17:22:00,Other,Indoor/Outdoor Games,0,1,16593.36,First Class
SH-017036,71070,2017-11-05 10:38:00,Europe · Western Europe,Consumer Electronics,0,1,20989.04,First Class
SH-019315,12108,2015-06-30 17:37:00,Europe · Southern Europe,Cleats,1,0,19916.68,Standard Class
SH-010001,11661,2015-06-22 05:01:00,Europe · Western Europe,Indoor/Outdoor Games,1,0,8296.68,Standard Class
SH-017497,61941,2017-06-25 04:20:00,Europe · Southern Europe,Women's Apparel,1,0,4150.0,Standard Class
SH-009096,45197,2016-10-24 18:10:00,Europe · Western Europe,Women's Apparel,1,0,16600.0,Standard Class
SH-000077,47015,2016-11-19 07:05:00,Other,Men's Footwear,0,1,10789.17,First Class
SH-007150,2340,2015-02-10 03:27:00,LATAM · South America,Camping & Hiking,0,1,24898.34,Standard Class
SH-010754,4623,2015-03-13 11:17:00,LATAM · Central America,Fishing,1,0,33198.34,Standard Class
SH-003206,74031,2017-12-18 16:00:00,Pacific Asia · Eastern Asia,Books ,1,0,2579.64,Standard Class
SH-018654,15888,2015-08-24 21:55:00,Europe · Western Europe,Camping & Hiking,1,0,24898.34,Standard Class
SH-001170,23081,2015-12-05 21:57:00,Pacific Asia · South Asia,Indoor/Outdoor Games,1,0,16593.36,Second Class
SH-018305,51614,2017-01-28 10:19:00,LATAM · Central America,Cardio Equipment,0,1,24897.51,Standard Class
SH-005768,3907,2015-03-02 00:26:00,LATAM · South America,Men's Footwear,0,1,10789.17,Second Class
SH-013176,23263,2015-12-08 13:42:00,Pacific Asia · Oceania,Water Sports,0,1,16599.17,First Class
SH-013131,20500,2015-11-02 05:42:00,Pacific Asia · South Asia,Shop By Sport,0,1,16595.85,Standard Class
SH-015039,65568,2017-08-19 03:02:00,Europe · Western Europe,As Seen on  TV!,1,0,8299.17,Standard Class
SH-002914,58872,2017-05-12 09:08:00,LATAM · Central America,Cleats,1,0,19916.68,Standard Class
SH-007887,44017,2016-10-07 12:45:00,Other,Cardio Equipment,1,0,33196.68,Standard Class
SH-015113,49184,2016-12-23 22:59:00,Pacific Asia · South Asia,Fishing,0,1,33198.34,Standard Class
SH-016081,67521,2017-09-14 15:15:00,Europe · Western Europe,Strength Training,1,0,33199.17,Standard Class
SH-009108,75078,2018-01-04 22:49:00,Pacific Asia · South Asia,DVDs,1,0,13643.54,Standard Class
SH-020402,2042,2015-02-02 19:03:00,LATAM · Central America,Camping & Hiking,0,1,24898.34,Second Class
SH-013652,36753,2016-06-24 11:51:00,USCA · West of USA ,Camping & Hiking,1,0,24898.34,Standard Class
SH-014555,46893,2016-11-19 12:21:00,Other,Men's Footwear,1,0,10789.17,Standard Class
SH-018116,11418,2015-06-18 15:53:00,Europe · Northern Europe,Camping & Hiking,0,1,24898.34,First Class
SH-000055,59894,2017-05-24 19:11:00,LATAM · Caribbean,Indoor/Outdoor Games,1,0,4148.34,Same Day
SH-017883,43686,2016-10-01 16:48:00,Other,Cardio Equipment,1,0,33196.68,Standard Class
SH-013677,11541,2015-06-20 10:58:00,Europe · Western Europe,Fishing,1,0,33198.34,Standard Class
SH-002421,11671,2015-06-22 08:31:00,Europe · Western Europe,Indoor/Outdoor Games,0,1,20741.7,First Class
SH-006017,47823,2016-12-03 02:10:00,Pacific Asia · South Asia,Men's Footwear,1,0,10789.17,Standard Class
SH-016437,41146,2016-08-25 14:55:00,USCA · West of USA ,Shop By Sport,1,0,9957.51,Standard Class
SH-018429,41421,2016-08-29 15:16:00,Other,Cardio Equipment,1,0,41495.85,Standard Class
SH-010319,41484,2016-08-30 13:20:00,Other,Cleats,0,1,24895.85,First Class
SH-004995,38981,2016-07-25 00:25:00,USCA · East of USA,Women's Apparel,1,0,16600.0,Standard Class
SH-020874,41167,2016-08-26 22:17:00,USCA · East of USA,Cleats,1,0,14937.51,Standard Class
SH-010669,36532,2016-06-19 06:26:00,Other,Camping & Hiking,0,1,24898.34,First Class
SH-007228,8749,2015-05-13 16:48:00,LATAM · Central America,Hunting & Shooting,0,1,4978.34,Standard Class
SH-011343,24648,2015-12-30 18:56:00,Pacific Asia · South Asia,Camping & Hiking,1,0,24898.34,Standard Class
SH-019683,24282,2015-12-24 10:42:00,Pacific Asia · Southeast Asia,Water Sports,0,1,16599.17,Second Class
SH-007198,13320,2015-07-16 10:14:00,Europe · Northern Europe,Camping & Hiking,0,1,24898.34,First Class
SH-000535,76158,2018-01-20 17:11:00,Pacific Asia · Oceania,Toys,1,0,957.82,Standard Class
SH-017797,49675,2016-12-28 03:00:00,Other,Water Sports,1,0,16599.17,First Class
SH-007213,43386,2016-09-27 07:41:00,Other,Camping & Hiking,1,0,24898.34,Standard Class
SH-001895,22975,2015-12-04 08:48:00,Pacific Asia · Oceania,Men's Footwear,1,0,10789.17,First Class
SH-018842,21736,2015-11-16 06:44:00,Pacific Asia · Eastern Asia,Cleats,1,0,14937.51,Standard Class
SH-000487,28133,2016-02-19 15:53:00,Pacific Asia · Southeast Asia,Camping & Hiking,1,0,24898.34,Standard Class
SH-017826,64634,2017-08-06 11:49:00,Europe · Western Europe,Women's Apparel,0,1,8300.0,Second Class
SH-020489,5871,2015-03-29 16:31:00,LATAM · Central America,Indoor/Outdoor Games,1,0,16593.36,Standard Class
SH-003435,12350,2015-07-06 06:24:00,Europe · Western Europe,Men's Footwear,0,1,10789.17,Standard Class
SH-016111,2290,2015-02-09 09:56:00,LATAM · Central America,Indoor/Outdoor Games,0,1,20741.7,Standard Class
SH-012782,57230,2017-04-21 09:52:00,LATAM · Central America,Cleats,0,1,14937.51,Standard Class
SH-006446,62748,2017-07-08 23:04:00,Europe · Western Europe,Golf Shoes,1,0,16600.0,Standard Class
SH-000461,6671,2015-04-10 08:47:00,LATAM · Central America,Water Sports,1,0,16599.17,Standard Class
SH-002865,65609,2017-08-20 17:24:00,Europe · Western Europe,Fishing,0,1,33198.34,Second Class
SH-004317,36672,2016-06-22 07:29:00,USCA · West of USA ,Cleats,1,0,24895.85,Standard Class
SH-012686,16603,2015-09-04 08:25:00,Europe · Western Europe,Cardio Equipment,1,0,24897.51,Standard Class
SH-015742,19393,2015-10-13 01:52:00,Europe · Western Europe,Golf Balls,0,1,6220.85,First Class
SH-000092,36881,2016-06-24 08:42:00,USCA · East of USA,Fishing,1,0,33198.34,Standard Class
SH-009795,15860,2015-08-26 12:06:00,Europe · Western Europe,Shop By Sport,0,1,9957.51,Standard Class
SH-020942,17838,2015-09-22 09:05:00,Europe · Northern Europe,Camping & Hiking,1,0,24898.34,Standard Class
SH-014994,20326,2015-10-26 16:45:00,Pacific Asia · Oceania,Camping & Hiking,1,0,24898.34,Standard Class
SH-019223,23233,2015-12-08 03:12:00,Pacific Asia · Southeast Asia,Cardio Equipment,0,1,2490.0,First Class
SH-021924,34748,2016-05-22 17:25:00,USCA · West of USA ,Fishing,1,0,33198.34,Same Day
SH-003969,49404,2016-12-27 04:04:00,Other,Fishing,0,1,33198.34,Standard Class
SH-016172,52872,2017-02-13 19:03:00,LATAM · Caribbean,Electronics,1,0,7966.34,Standard Class
SH-009766,56290,2017-04-07 16:32:00,LATAM · Central America,Cleats,0,1,9958.34,Second Class
SH-013781,62156,2017-06-26 19:39:00,Europe · Northern Europe,Cardio Equipment,1,0,16598.34,Same Day
SH-002402,31358,2016-04-04 17:45:00,USCA · East of USA,Indoor/Outdoor Games,0,1,4148.34,First Class
SH-008261,34103,2016-05-16 19:26:00,USCA · West of USA ,Water Sports,1,0,16599.17,Standard Class
SH-000619,18814,2015-10-07 15:01:00,Europe · Southern Europe,Fishing,0,1,33198.34,Standard Class
SH-001541,67476,2017-09-13 23:29:00,Europe · Northern Europe,Water Sports,1,0,16599.17,Standard Class
SH-009013,8019,2015-05-03 01:03:00,LATAM · Central America,Water Sports,0,1,16599.17,Standard Class
SH-010618,22982,2015-12-05 11:16:00,Pacific Asia · Oceania,Women's Apparel,0,1,16600.0,Second Class
SH-016768,57828,2017-04-24 15:22:00,LATAM · South America,Men's Footwear,1,0,10789.17,Same Day
SH-013126,63720,2017-07-21 03:36:00,Europe · Northern Europe,Cleats,0,1,4979.17,First Class
SH-008000,52744,2017-02-13 22:13:00,LATAM · Central America,Accessories,0,1,10370.85,Standard Class
SH-000087,19206,2015-10-10 08:22:00,Europe · Western Europe,Men's Footwear,1,0,10789.17,Standard Class
SH-004268,43435,2016-10-02 00:51:00,Other,Indoor/Outdoor Games,0,1,12445.02,Standard Class
SH-020213,15576,2015-08-18 08:36:00,Europe · Northern Europe,Men's Footwear,1,0,10789.17,Standard Class
SH-016433,32661,2016-04-23 18:15:00,USCA · West of USA ,Fishing,1,0,33198.34,Standard Class
SH-011775,40237,2016-08-13 08:27:00,Other,Shop By Sport,1,0,9957.51,Standard Class
SH-020607,55671,2017-03-25 15:40:00,LATAM · Central America,Indoor/Outdoor Games,1,0,16593.36,Second Class
SH-001940,27876,2016-02-13 21:51:00,Pacific Asia · Southeast Asia,Women's Apparel,1,0,12450.0,Second Class
SH-006084,50595,2017-01-09 01:19:00,Other,Women's Apparel,0,1,20750.0,Same Day
SH-006903,64940,2017-08-07 23:01:00,Europe · Western Europe,Shop By Sport,0,1,16595.85,First Class
SH-018042,14234,2015-08-01 18:27:00,Europe · Northern Europe,Shop By Sport,0,1,3319.17,Second Class
SH-016157,55111,2017-03-17 11:29:00,LATAM · Caribbean,Cleats,1,0,14937.51,Second Class
SH-003440,55137,2017-03-17 20:35:00,LATAM · Central America,Shop By Sport,0,1,13276.68,First Class
SH-014906,40579,2016-08-20 08:16:00,Other,Camping & Hiking,0,1,24898.34,Standard Class
SH-020778,51721,2017-01-26 23:49:00,LATAM · Central America,Men's Footwear,1,0,10789.17,Standard Class
