session_id,channel,viewed,added,checkout,paid,abandon_reason
S-018382,Web,1,0,0,0,
S-018383,Web,1,0,0,0,
S-018384,Web,1,0,0,0,
S-018385,App,1,1,0,0,shipping_cost
S-018386,App,1,0,0,0,
S-018387,Web,1,1,0,0,payment_fail
S-018388,Web,1,1,0,0,changed_mind
S-018389,Web,1,1,0,0,checkout_friction
S-018390,Web,1,0,0,0,
S-018391,App,1,1,1,1,
S-018392,App,1,1,1,1,
S-018393,Store,1,0,0,0,
S-018394,App,1,1,1,1,
S-018395,App,1,1,0,0,checkout_friction
S-018396,Web,1,1,1,1,
S-018397,App,1,1,1,1,
S-018398,Web,1,1,0,0,changed_mind
S-018399,Web,1,0,0,0,
S-018400,Web,1,1,1,1,
S-018401,Web,1,0,0,0,
S-018402,App,1,1,0,0,shipping_cost
S-018403,Web,1,1,1,1,
S-018404,App,1,1,0,0,changed_mind
S-018405,App,1,1,0,0,stock_out
S-018406,Web,1,1,1,1,
S-018407,Web,1,0,0,0,
S-018408,Store,1,1,1,1,
S-018409,Web,1,1,0,0,checkout_friction
S-018410,Store,1,1,0,0,stock_out
S-018411,App,1,1,1,1,
S-018412,Web,1,0,0,0,
S-018413,Web,1,1,1,1,
S-018414,App,1,1,1,1,
S-018415,Web,1,0,0,0,
S-018416,Web,1,1,1,1,
S-018417,Web,1,1,1,1,
S-018418,Web,1,1,1,1,
S-018419,App,1,1,0,0,shipping_cost
S-018420,Web,1,1,1,1,
S-018421,Web,1,1,0,0,payment_fail
S-018422,App,1,1,0,0,changed_mind
S-018423,App,1,1,1,1,
S-018424,Web,1,1,1,1,
S-018425,Web,1,1,0,0,payment_fail
S-018426,Web,1,1,1,1,
S-018427,Web,1,0,0,0,
S-018428,App,1,1,0,0,payment_fail
S-018429,Web,1,1,1,1,
S-018430,Web,1,1,1,1,
S-018431,Web,1,1,1,1,
S-018432,Web,1,0,0,0,
S-018433,Web,1,0,0,0,
S-018434,Web,1,1,0,0,shipping_cost
S-018435,Web,1,1,1,1,
S-018436,Web,1,1,1,1,
S-018437,App,1,1,0,0,changed_mind
S-018438,Web,1,1,1,1,
S-018439,Web,1,0,0,0,
S-018440,App,1,0,0,0,
S-018441,Web,1,1,1,1,
S-018442,Web,1,1,1,1,
S-018443,App,1,1,1,1,
S-018444,Web,1,1,0,0,checkout_friction
S-018445,Web,1,1,0,0,stock_out
S-018446,Web,1,0,0,0,
S-018447,Web,1,0,0,0,
S-018448,Web,1,0,0,0,
S-018449,App,1,0,0,0,
S-018450,Web,1,1,1,1,
S-018451,Web,1,0,0,0,
S-018452,App,1,1,1,1,
S-018453,App,1,0,0,0,
S-018454,App,1,1,1,1,
S-018455,Store,1,0,0,0,
S-018456,App,1,1,1,1,
S-018457,Store,1,0,0,0,
S-018458,Web,1,1,0,0,checkout_friction
S-018459,Web,1,1,1,1,
S-018460,Web,1,0,0,0,
S-018461,Store,1,1,1,1,
S-018462,Web,1,1,0,0,stock_out
S-018463,App,1,1,0,0,stock_out
S-018464,Web,1,1,0,0,payment_fail
S-018465,App,1,1,1,1,
S-018466,App,1,1,1,1,
S-018467,Web,1,0,0,0,
S-018468,Web,1,1,1,1,
S-018469,App,1,1,1,1,
S-018470,Web,1,1,0,0,changed_mind
S-018471,App,1,0,0,0,
S-018472,Web,1,1,0,0,payment_fail
S-018473,Web,1,1,1,1,
S-018474,App,1,1,0,0,payment_fail
S-018475,Web,1,1,1,1,
S-018476,App,1,1,0,0,payment_fail
S-018477,Web,1,1,1,1,
S-018478,Web,1,1,1,1,
S-018479,Web,1,0,0,0,
S-018480,App,1,0,0,0,
S-018481,Web,1,1,0,0,stock_out
S-018482,Web,1,1,1,1,
S-018483,App,1,1,0,0,stock_out
S-018484,Web,1,1,0,0,checkout_friction
S-018485,Web,1,0,0,0,
S-018486,App,1,1,0,0,checkout_friction
S-018487,Web,1,1,0,0,checkout_friction
S-018488,App,1,1,1,1,
S-018489,App,1,1,1,1,
S-018490,App,1,1,1,1,
S-018491,Web,1,1,1,1,
S-018492,Web,1,1,0,0,payment_fail
S-018493,App,1,1,0,0,checkout_friction
S-018494,Web,1,1,1,1,
S-018495,Web,1,1,0,0,stock_out
S-018496,Web,1,0,0,0,
S-018497,App,1,1,1,1,
S-018498,Web,1,1,1,1,
S-018499,Web,1,0,0,0,
S-018500,App,1,1,1,1,
S-018501,App,1,1,1,1,
S-018502,Web,1,1,0,0,checkout_friction
S-018503,Web,1,1,1,1,
S-018504,Web,1,1,1,1,
S-018505,Web,1,0,0,0,
S-018506,App,1,1,0,0,payment_fail
S-018507,Web,1,1,1,1,
S-018508,Web,1,1,0,0,payment_fail
S-018509,Web,1,1,1,1,
S-018510,App,1,1,1,1,
S-018511,App,1,1,0,0,checkout_friction
S-018512,Web,1,1,1,1,
S-018513,Web,1,1,0,0,payment_fail
S-018514,Web,1,1,1,1,
S-018515,Web,1,1,0,0,shipping_cost
S-018516,App,1,0,0,0,
S-018517,Web,1,0,0,0,
S-018518,Web,1,1,1,1,
S-018519,Web,1,1,1,1,
S-018520,App,1,0,0,0,
S-018521,App,1,1,1,1,
S-018522,Web,1,1,0,0,shipping_cost
S-018523,Store,1,1,0,0,payment_fail
S-018524,Web,1,0,0,0,
S-018525,Web,1,1,1,1,
S-018526,Store,1,1,0,0,payment_fail
S-018527,Store,1,0,0,0,
S-018528,App,1,0,0,0,
S-018529,Web,1,1,0,0,checkout_friction
S-018530,App,1,0,0,0,
S-018531,Web,1,1,1,1,
S-018532,Web,1,1,1,1,
S-018533,Web,1,1,0,0,checkout_friction
S-018534,App,1,1,0,0,checkout_friction
S-018535,Web,1,0,0,0,
S-018536,Web,1,1,0,0,shipping_cost
S-018537,Web,1,0,0,0,
S-018538,Web,1,1,0,0,payment_fail
S-018539,App,1,1,0,0,shipping_cost
S-018540,Web,1,1,0,0,shipping_cost
S-018541,Web,1,1,0,0,payment_fail
S-018542,Web,1,0,0,0,
S-018543,App,1,1,1,1,
S-018544,Web,1,1,1,1,
S-018545,App,1,0,0,0,
S-018546,App,1,1,1,1,
S-018547,Web,1,1,0,0,stock_out
S-018548,App,1,1,0,0,checkout_friction
S-018549,App,1,0,0,0,
S-018550,Web,1,1,0,0,changed_mind
S-018551,Web,1,1,1,1,
S-018552,Web,1,1,0,0,shipping_cost
S-018553,App,1,0,0,0,
S-018554,Web,1,1,0,0,shipping_cost
S-018555,App,1,1,0,0,payment_fail
S-018556,Web,1,1,1,1,
S-018557,Web,1,1,0,0,payment_fail
S-018558,Web,1,0,0,0,
S-018559,Web,1,1,1,1,
S-018560,Store,1,1,1,1,
S-018561,Web,1,1,1,1,
S-018562,App,1,0,0,0,
S-018563,Web,1,1,1,1,
S-018564,App,1,1,1,1,
S-018565,App,1,1,1,1,
S-018566,App,1,0,0,0,
S-018567,Store,1,1,0,0,changed_mind
S-018568,Store,1,1,0,0,shipping_cost
S-018569,Store,1,0,0,0,
S-018570,Web,1,1,1,1,
S-018571,Web,1,0,0,0,
S-018572,Web,1,1,0,0,changed_mind
S-018573,App,1,1,1,1,
S-018574,Web,1,1,0,0,stock_out
S-018575,Web,1,1,1,1,
S-018576,App,1,1,0,0,payment_fail
S-018577,Web,1,1,0,0,payment_fail
S-018578,Web,1,1,1,1,
S-018579,App,1,0,0,0,
S-018580,Web,1,1,0,0,payment_fail
S-018581,Web,1,1,0,0,payment_fail
S-018582,Store,1,1,0,0,changed_mind
S-018583,Web,1,1,1,1,
S-018584,App,1,1,0,0,stock_out
S-018585,Web,1,1,1,1,
S-018586,Web,1,0,0,0,
S-018587,Store,1,1,0,0,checkout_friction
S-018588,Web,1,1,1,1,
S-018589,App,1,1,0,0,changed_mind
S-018590,App,1,1,1,1,
S-018591,App,1,0,0,0,
S-018592,Web,1,1,0,0,shipping_cost
S-018593,Web,1,1,1,1,
S-018594,App,1,0,0,0,
S-018595,Web,1,0,0,0,
S-018596,App,1,1,1,1,
S-018597,Web,1,1,1,1,
S-018598,Web,1,1,0,0,payment_fail
S-018599,Web,1,1,0,0,shipping_cost
S-018600,App,1,1,1,1,
S-018601,Web,1,1,0,0,shipping_cost
S-018602,App,1,1,1,1,
S-018603,Web,1,1,1,1,
S-018604,Store,1,1,1,1,
S-018605,App,1,0,0,0,
S-018606,Web,1,1,1,1,
S-018607,App,1,1,1,1,
S-018608,Web,1,1,0,0,checkout_friction
S-018609,Web,1,0,0,0,
S-018610,Web,1,1,1,1,
S-018611,App,1,0,0,0,
S-018612,Web,1,0,0,0,
S-018613,App,1,1,1,1,
S-018614,Web,1,1,1,1,
S-018615,App,1,1,1,1,
S-018616,Web,1,1,0,0,shipping_cost
S-018617,Web,1,1,0,0,payment_fail
S-018618,Web,1,0,0,0,
S-018619,App,1,0,0,0,
S-018620,Web,1,1,1,1,
S-018621,App,1,0,0,0,
S-018622,Web,1,1,0,0,shipping_cost
S-018623,Web,1,1,1,1,
S-018624,App,1,0,0,0,
S-018625,Web,1,0,0,0,
S-018626,Web,1,0,0,0,
S-018627,App,1,1,0,0,payment_fail
S-018628,Web,1,0,0,0,
S-018629,Web,1,1,1,1,
S-018630,Web,1,0,0,0,
S-018631,Store,1,0,0,0,
S-018632,Web,1,1,1,1,
S-018633,Web,1,1,0,0,checkout_friction
S-018634,Store,1,1,1,1,
S-018635,Web,1,1,1,1,
S-018636,Web,1,0,0,0,
S-018637,Web,1,1,0,0,payment_fail
S-018638,App,1,1,1,1,
S-018639,Web,1,1,0,0,payment_fail
S-018640,App,1,1,0,0,payment_fail
S-018641,Store,1,1,0,0,stock_out
S-018642,Web,1,1,0,0,changed_mind
S-018643,App,1,1,0,0,changed_mind
S-018644,Web,1,0,0,0,
S-018645,Web,1,1,1,1,
S-018646,Web,1,1,0,0,shipping_cost
S-018647,Web,1,0,0,0,
S-018648,App,1,1,1,1,
S-018649,Web,1,0,0,0,
S-018650,App,1,0,0,0,
S-018651,Store,1,1,1,1,
S-018652,App,1,1,0,0,payment_fail
S-018653,Web,1,0,0,0,
S-018654,Web,1,1,1,1,
S-018655,App,1,1,0,0,checkout_friction
S-018656,App,1,1,1,1,
S-018657,Web,1,1,0,0,payment_fail
S-018658,Web,1,1,1,1,
S-018659,App,1,1,1,1,
S-018660,App,1,1,1,1,
S-018661,App,1,0,0,0,
S-018662,Web,1,0,0,0,
S-018663,Store,1,0,0,0,
S-018664,App,1,1,1,1,
S-018665,Store,1,1,1,1,
S-018666,Web,1,1,1,1,
S-018667,Web,1,1,1,1,
S-018668,Web,1,1,0,0,payment_fail
S-018669,Web,1,1,0,0,changed_mind
S-018670,Web,1,0,0,0,
S-018671,App,1,1,1,1,
S-018672,Web,1,0,0,0,
S-018673,Store,1,0,0,0,
S-018674,Web,1,1,1,1,
S-018675,Web,1,1,0,0,payment_fail
S-018676,App,1,1,1,1,
S-018677,App,1,1,0,0,payment_fail
S-018678,Web,1,0,0,0,
S-018679,App,1,0,0,0,
S-018680,App,1,0,0,0,
S-018681,Web,1,0,0,0,
S-018682,App,1,0,0,0,
S-018683,Web,1,1,1,1,
S-018684,Web,1,1,0,0,stock_out
S-018685,Web,1,1,0,0,shipping_cost
S-018686,App,1,0,0,0,
S-018687,App,1,1,0,0,payment_fail
S-018688,Web,1,1,1,1,
S-018689,Web,1,1,0,0,shipping_cost
S-018690,App,1,0,0,0,
S-018691,Web,1,1,0,0,stock_out
S-018692,App,1,1,1,1,
S-018693,Web,1,1,1,1,
S-018694,App,1,1,1,1,
S-018695,Web,1,1,1,1,
S-018696,App,1,1,1,1,
S-018697,App,1,1,1,1,
S-018698,App,1,1,0,0,payment_fail
S-018699,Store,1,1,0,0,payment_fail
S-018700,App,1,1,0,0,changed_mind
S-018701,Web,1,1,1,1,
S-018702,App,1,1,1,1,
S-018703,Web,1,1,1,1,
S-018704,Web,1,1,1,1,
S-018705,App,1,0,0,0,
S-018706,Store,1,1,1,1,
S-018707,Web,1,1,1,1,
S-018708,App,1,0,0,0,
S-018709,App,1,1,1,1,
S-018710,Web,1,1,1,1,
S-018711,Web,1,0,0,0,
S-018712,App,1,1,0,0,changed_mind
S-018713,App,1,1,0,0,checkout_friction
S-018714,Web,1,1,0,0,shipping_cost
S-018715,Web,1,1,0,0,payment_fail
S-018716,App,1,0,0,0,
S-018717,Store,1,0,0,0,
S-018718,Web,1,1,1,1,
S-018719,App,1,0,0,0,
S-018720,Web,1,0,0,0,
S-018721,Web,1,0,0,0,
S-018722,Web,1,1,1,1,
S-018723,Web,1,0,0,0,
S-018724,Web,1,1,0,0,changed_mind
S-018725,Web,1,1,0,0,changed_mind
S-018726,Web,1,1,0,0,payment_fail
S-018727,App,1,1,0,0,changed_mind
S-018728,Web,1,0,0,0,
S-018729,Store,1,1,1,1,
S-018730,Web,1,1,1,1,
S-018731,App,1,1,1,1,
S-018732,App,1,1,0,0,payment_fail
S-018733,Web,1,1,1,1,
S-018734,App,1,0,0,0,
S-018735,Web,1,0,0,0,
S-018736,Web,1,1,0,0,stock_out
S-018737,Store,1,1,0,0,stock_out
S-018738,Web,1,1,1,1,
S-018739,Web,1,1,1,1,
S-018740,App,1,1,1,1,
S-018741,Web,1,0,0,0,
S-018742,Web,1,1,0,0,shipping_cost
S-018743,Web,1,1,1,1,
S-018744,App,1,1,0,0,checkout_friction
S-018745,App,1,0,0,0,
S-018746,Web,1,1,0,0,checkout_friction
S-018747,Web,1,1,0,0,payment_fail
S-018748,App,1,1,1,1,
S-018749,App,1,1,0,0,shipping_cost
S-018750,App,1,0,0,0,
S-018751,App,1,1,0,0,changed_mind
S-018752,Web,1,0,0,0,
S-018753,Store,1,1,0,0,payment_fail
S-018754,Web,1,1,1,1,
S-018755,Store,1,1,0,0,shipping_cost
S-018756,Web,1,1,0,0,payment_fail
S-018757,App,1,1,0,0,checkout_friction
S-018758,Web,1,0,0,0,
S-018759,App,1,1,0,0,shipping_cost
S-018760,App,1,1,1,1,
S-018761,Web,1,0,0,0,
S-018762,App,1,1,1,1,
S-018763,Web,1,0,0,0,
S-018764,App,1,1,0,0,stock_out
S-018765,Web,1,1,1,1,
S-018766,Web,1,1,1,1,
S-018767,Web,1,0,0,0,
S-018768,Web,1,1,1,1,
S-018769,App,1,1,0,0,shipping_cost
S-018770,Web,1,0,0,0,
S-018771,App,1,1,1,1,
S-018772,Web,1,1,1,1,
S-018773,App,1,1,1,1,
S-018774,App,1,0,0,0,
S-018775,Web,1,1,0,0,payment_fail
S-018776,App,1,1,1,1,
S-018777,Store,1,1,1,1,
S-018778,Web,1,1,1,1,
S-018779,App,1,1,1,1,
S-018780,Web,1,0,0,0,
S-018781,Web,1,1,0,0,checkout_friction
S-018782,Web,1,1,1,1,
S-018783,Web,1,0,0,0,
S-018784,Web,1,1,1,1,
S-018785,App,1,1,1,1,
S-018786,App,1,1,0,0,payment_fail
S-018787,Web,1,0,0,0,
S-018788,Web,1,0,0,0,
S-018789,Web,1,1,0,0,payment_fail
S-018790,App,1,1,1,1,
S-018791,Web,1,1,1,1,
S-018792,App,1,1,1,1,
S-018793,Store,1,1,1,1,
S-018794,Store,1,0,0,0,
S-018795,App,1,1,0,0,shipping_cost
S-018796,Store,1,0,0,0,
S-018797,Web,1,1,0,0,changed_mind
S-018798,Web,1,1,1,1,
S-018799,App,1,1,1,1,
S-018800,Web,1,1,0,0,shipping_cost
S-018801,Web,1,1,1,1,
S-018802,App,1,0,0,0,
S-018803,Web,1,1,1,1,
S-018804,Web,1,0,0,0,
S-018805,Store,1,1,0,0,payment_fail
S-018806,Web,1,0,0,0,
S-018807,App,1,1,1,1,
S-018808,Web,1,1,0,0,shipping_cost
S-018809,Web,1,1,0,0,payment_fail
S-018810,App,1,1,1,1,
S-018811,Web,1,1,1,1,
S-018812,Web,1,1,1,1,
S-018813,App,1,1,0,0,payment_fail
S-018814,Web,1,0,0,0,
S-018815,Web,1,0,0,0,
S-018816,App,1,0,0,0,
S-018817,Web,1,1,0,0,changed_mind
S-018818,Store,1,1,1,1,
S-018819,App,1,0,0,0,
S-018820,Web,1,0,0,0,
S-018821,Store,1,1,1,1,
S-018822,App,1,0,0,0,
S-018823,Web,1,0,0,0,
S-018824,Web,1,0,0,0,
S-018825,Web,1,1,0,0,payment_fail
S-018826,Store,1,1,0,0,shipping_cost
S-018827,Web,1,0,0,0,
S-018828,Web,1,0,0,0,
S-018829,Web,1,1,1,1,
S-018830,App,1,1,0,0,changed_mind
S-018831,Web,1,1,1,1,
S-018832,App,1,1,1,1,
S-018833,App,1,1,0,0,stock_out
S-018834,Web,1,1,1,1,
S-018835,App,1,1,0,0,payment_fail
S-018836,Web,1,1,0,0,shipping_cost
S-018837,Store,1,1,0,0,payment_fail
S-018838,Web,1,0,0,0,
S-018839,Web,1,1,0,0,checkout_friction
S-018840,Web,1,1,0,0,payment_fail
S-018841,App,1,1,0,0,payment_fail
S-018842,Web,1,1,0,0,shipping_cost
S-018843,Web,1,1,0,0,payment_fail
S-018844,Web,1,1,0,0,payment_fail
S-018845,App,1,1,1,1,
S-018846,App,1,1,0,0,payment_fail
S-018847,Web,1,0,0,0,
S-018848,Web,1,1,1,1,
S-018849,Web,1,1,0,0,changed_mind
S-018850,Store,1,1,1,1,
S-018851,Web,1,1,0,0,changed_mind
S-018852,Web,1,1,1,1,
S-018853,App,1,1,1,1,
S-018854,Web,1,1,1,1,
S-018855,Web,1,1,1,1,
S-018856,Web,1,1,1,1,
S-018857,Web,1,1,1,1,
S-018858,Web,1,1,0,0,changed_mind
S-018859,Store,1,1,0,0,stock_out
S-018860,Web,1,0,0,0,
S-018861,Web,1,1,1,1,
S-018862,Web,1,1,0,0,shipping_cost
S-018863,Web,1,1,0,0,checkout_friction
S-018864,App,1,1,1,1,
S-018865,Web,1,1,0,0,stock_out
S-018866,Web,1,1,0,0,stock_out
S-018867,Web,1,1,0,0,stock_out
S-018868,App,1,1,1,1,
S-018869,App,1,1,0,0,shipping_cost
S-018870,Web,1,1,1,1,
S-018871,App,1,0,0,0,
S-018872,Web,1,0,0,0,
S-018873,Web,1,0,0,0,
S-018874,Web,1,1,1,1,
S-018875,Web,1,1,1,1,
S-018876,Web,1,1,0,0,shipping_cost
S-018877,Web,1,1,1,1,
S-018878,App,1,0,0,0,
S-018879,App,1,1,0,0,shipping_cost
S-018880,Store,1,1,1,1,
S-018881,Web,1,1,1,1,
S-018882,Store,1,0,0,0,
S-018883,Web,1,1,0,0,payment_fail
S-018884,App,1,0,0,0,
S-018885,Web,1,0,0,0,
S-018886,Web,1,1,0,0,shipping_cost
S-018887,Store,1,1,0,0,payment_fail
S-018888,Web,1,1,1,1,
S-018889,App,1,1,1,1,
S-018890,App,1,1,0,0,payment_fail
S-018891,Web,1,1,0,0,checkout_friction
S-018892,App,1,0,0,0,
S-018893,App,1,1,0,0,changed_mind
S-018894,App,1,1,1,1,
S-018895,Web,1,1,0,0,changed_mind
S-018896,Web,1,0,0,0,
S-018897,App,1,0,0,0,
S-018898,App,1,1,0,0,shipping_cost
S-018899,Web,1,1,0,0,changed_mind
S-018900,Web,1,1,0,0,checkout_friction
S-018901,App,1,1,1,1,
S-018902,Web,1,1,1,1,
S-018903,Web,1,1,0,0,changed_mind
S-018904,Web,1,1,1,1,
S-018905,Web,1,0,0,0,
S-018906,Web,1,1,0,0,changed_mind
S-018907,App,1,1,1,1,
S-018908,App,1,1,0,0,shipping_cost
S-018909,Web,1,0,0,0,
S-018910,Web,1,1,1,1,
S-018911,Web,1,1,1,1,
S-018912,Store,1,1,1,1,
S-018913,Web,1,1,1,1,
S-018914,Web,1,1,0,0,shipping_cost
S-018915,App,1,1,0,0,changed_mind
S-018916,Web,1,1,0,0,checkout_friction
S-018917,Web,1,1,0,0,shipping_cost
S-018918,Web,1,0,0,0,
S-018919,Web,1,1,1,1,
S-018920,App,1,1,0,0,shipping_cost
S-018921,App,1,1,0,0,shipping_cost
S-018922,App,1,1,1,1,
S-018923,App,1,1,1,1,
S-018924,Web,1,0,0,0,
S-018925,Web,1,1,0,0,shipping_cost
S-018926,Store,1,0,0,0,
S-018927,App,1,1,0,0,checkout_friction
S-018928,App,1,0,0,0,
S-018929,Web,1,1,0,0,stock_out
S-018930,Web,1,1,1,1,
S-018931,Web,1,1,0,0,shipping_cost
S-018932,App,1,1,0,0,shipping_cost
S-018933,App,1,1,1,1,
S-018934,Web,1,0,0,0,
S-018935,Web,1,1,0,0,shipping_cost
S-018936,Web,1,1,1,1,
S-018937,Web,1,1,0,0,payment_fail
S-018938,Web,1,1,1,1,
S-018939,Web,1,1,1,1,
S-018940,Web,1,1,0,0,changed_mind
S-018941,App,1,1,1,1,
S-018942,Web,1,1,1,1,
S-018943,Web,1,0,0,0,
S-018944,App,1,0,0,0,
S-018945,App,1,1,0,0,stock_out
S-018946,Store,1,1,1,1,
S-018947,Web,1,1,0,0,changed_mind
S-018948,App,1,0,0,0,
S-018949,Web,1,1,1,1,
S-018950,Web,1,1,0,0,payment_fail
S-018951,Web,1,0,0,0,
S-018952,Store,1,1,0,0,stock_out
S-018953,App,1,0,0,0,
S-018954,App,1,0,0,0,
S-018955,Web,1,1,1,1,
S-018956,Web,1,0,0,0,
S-018957,Web,1,1,0,0,stock_out
S-018958,Web,1,1,1,1,
S-018959,Web,1,0,0,0,
S-018960,Web,1,0,0,0,
S-018961,Web,1,1,1,1,
S-018962,Web,1,0,0,0,
S-018963,Web,1,1,1,1,
S-018964,Web,1,1,0,0,payment_fail
S-018965,Web,1,0,0,0,
S-018966,Web,1,1,1,1,
S-018967,Web,1,0,0,0,
S-018968,Store,1,1,0,0,changed_mind
S-018969,App,1,0,0,0,
S-018970,Web,1,1,0,0,changed_mind
S-018971,Web,1,0,0,0,
S-018972,App,1,1,0,0,stock_out
S-018973,Web,1,1,0,0,payment_fail
S-018974,App,1,1,1,1,
S-018975,Web,1,1,1,1,
S-018976,Web,1,1,1,1,
S-018977,App,1,0,0,0,
S-018978,Web,1,1,1,1,
S-018979,App,1,1,0,0,payment_fail
S-018980,App,1,1,0,0,shipping_cost
S-018981,Web,1,1,1,1,
S-018982,Web,1,1,1,1,
S-018983,Web,1,1,1,1,
S-018984,App,1,1,0,0,payment_fail
S-018985,Web,1,1,0,0,shipping_cost
S-018986,Store,1,1,0,0,stock_out
S-018987,App,1,1,0,0,payment_fail
S-018988,App,1,1,0,0,shipping_cost
S-018989,Web,1,1,1,1,
S-018990,App,1,1,0,0,checkout_friction
S-018991,App,1,1,1,1,
S-018992,App,1,1,0,0,changed_mind
S-018993,Web,1,0,0,0,
S-018994,App,1,1,1,1,
S-018995,App,1,1,0,0,shipping_cost
S-018996,Web,1,1,0,0,changed_mind
S-018997,Web,1,1,0,0,payment_fail
S-018998,App,1,0,0,0,
S-018999,Web,1,0,0,0,
S-019000,Web,1,1,0,0,payment_fail
S-019001,Web,1,1,0,0,changed_mind
S-019002,App,1,1,0,0,shipping_cost
S-019003,App,1,0,0,0,
S-019004,Web,1,1,1,1,
S-019005,Store,1,1,1,1,
S-019006,App,1,0,0,0,
S-019007,Web,1,1,1,1,
S-019008,App,1,1,1,1,
S-019009,App,1,0,0,0,
S-019010,App,1,1,0,0,shipping_cost
S-019011,App,1,1,0,0,payment_fail
S-019012,App,1,0,0,0,
S-019013,App,1,0,0,0,
S-019014,App,1,1,0,0,stock_out
S-019015,Store,1,1,1,1,
S-019016,Web,1,1,1,1,
S-019017,App,1,0,0,0,
S-019018,Web,1,1,1,1,
S-019019,Web,1,1,0,0,payment_fail
S-019020,Web,1,1,0,0,stock_out
S-019021,App,1,1,1,1,
S-019022,Web,1,1,1,1,
S-019023,Web,1,1,1,1,
S-019024,App,1,1,1,1,
S-019025,Web,1,1,1,1,
S-019026,Web,1,1,1,1,
S-019027,Web,1,1,0,0,shipping_cost
S-019028,App,1,0,0,0,
S-019029,Web,1,1,1,1,
S-019030,Store,1,0,0,0,
S-019031,Web,1,1,1,1,
S-019032,App,1,0,0,0,
S-019033,App,1,1,0,0,changed_mind
S-019034,Web,1,1,1,1,
S-019035,App,1,1,1,1,
S-019036,Web,1,1,1,1,
S-019037,Web,1,1,1,1,
S-019038,Web,1,1,0,0,payment_fail
S-019039,Web,1,1,1,1,
S-019040,Web,1,1,0,0,payment_fail
S-019041,Store,1,1,1,1,
S-019042,Web,1,0,0,0,
S-019043,App,1,1,1,1,
S-019044,Web,1,1,1,1,
S-019045,Web,1,1,0,0,changed_mind
S-019046,Web,1,1,0,0,changed_mind
S-019047,App,1,1,0,0,payment_fail
S-019048,Web,1,0,0,0,
S-019049,Store,1,0,0,0,
S-019050,Web,1,1,1,1,
S-019051,Web,1,0,0,0,
S-019052,Web,1,1,1,1,
S-019053,Web,1,1,0,0,shipping_cost
S-019054,App,1,1,0,0,shipping_cost
S-019055,App,1,1,1,1,
S-019056,Web,1,0,0,0,
S-019057,Web,1,1,1,1,
S-019058,Web,1,1,1,1,
S-019059,Web,1,0,0,0,
S-019060,Web,1,1,0,0,payment_fail
S-019061,App,1,1,1,1,
S-019062,Store,1,1,1,1,
S-019063,App,1,1,0,0,changed_mind
S-019064,Web,1,0,0,0,
S-019065,Web,1,1,1,1,
S-019066,App,1,1,1,1,
S-019067,Web,1,0,0,0,
S-019068,App,1,0,0,0,
S-019069,Web,1,1,1,1,
S-019070,Web,1,0,0,0,
S-019071,App,1,1,1,1,
S-019072,Web,1,0,0,0,
S-019073,Store,1,1,1,1,
S-019074,Web,1,1,1,1,
S-019075,Web,1,1,1,1,
S-019076,Web,1,1,1,1,
S-019077,Web,1,1,0,0,payment_fail
S-019078,App,1,1,0,0,changed_mind
S-019079,App,1,1,0,0,payment_fail
S-019080,Web,1,0,0,0,
S-019081,Web,1,1,1,1,
S-019082,App,1,0,0,0,
S-019083,Web,1,1,1,1,
S-019084,Web,1,1,0,0,shipping_cost
S-019085,Web,1,1,1,1,
S-019086,App,1,0,0,0,
S-019087,Web,1,0,0,0,
S-019088,Web,1,1,1,1,
S-019089,Web,1,1,0,0,shipping_cost
S-019090,App,1,1,1,1,
S-019091,App,1,1,0,0,shipping_cost
S-019092,Web,1,1,0,0,shipping_cost
S-019093,App,1,0,0,0,
S-019094,App,1,0,0,0,
S-019095,App,1,1,0,0,checkout_friction
S-019096,Web,1,1,0,0,shipping_cost
S-019097,App,1,1,0,0,stock_out
S-019098,Web,1,1,0,0,payment_fail
S-019099,Web,1,1,0,0,shipping_cost
S-019100,Web,1,1,0,0,payment_fail
S-019101,Web,1,0,0,0,
S-019102,App,1,0,0,0,
S-019103,App,1,0,0,0,
S-019104,App,1,1,1,1,
S-019105,App,1,1,0,0,shipping_cost
S-019106,App,1,1,1,1,
S-019107,Web,1,1,0,0,changed_mind
S-019108,Web,1,1,0,0,stock_out
S-019109,App,1,1,1,1,
S-019110,Web,1,0,0,0,
S-019111,App,1,1,1,1,
S-019112,Web,1,1,1,1,
S-019113,Web,1,0,0,0,
S-019114,Web,1,0,0,0,
S-019115,Web,1,1,1,1,
S-019116,App,1,1,0,0,changed_mind
S-019117,Web,1,1,0,0,changed_mind
S-019118,Store,1,1,1,1,
S-019119,App,1,1,1,1,
S-019120,Web,1,1,0,0,payment_fail
S-019121,Web,1,1,1,1,
S-019122,App,1,0,0,0,
S-019123,Web,1,0,0,0,
S-019124,Web,1,1,1,1,
S-019125,App,1,0,0,0,
S-019126,App,1,0,0,0,
S-019127,Web,1,1,1,1,
S-019128,App,1,1,1,1,
S-019129,App,1,1,1,1,
S-019130,Web,1,1,1,1,
S-019131,Web,1,1,1,1,
S-019132,Web,1,0,0,0,
S-019133,Web,1,0,0,0,
S-019134,Web,1,1,1,1,
S-019135,App,1,1,0,0,payment_fail
S-019136,Web,1,1,1,1,
S-019137,Web,1,1,0,0,stock_out
S-019138,Web,1,1,1,1,
S-019139,App,1,1,0,0,payment_fail
